Review_Text,Review_Text_Processed,Review_Date,Rating_Score,Platform_Source,Sentiment_Label,Review_Aspect,Crisis_Flag,Business_Category,Is_Sarcasm
"Good job. Barang diterima dengan selamat.. Produk sesuai dengan deskripsi.. Barang nyape 3 hari ke pekanbaru,riau.. Terimakasih lazada dan kotakom pucang, laptopnya mantap..",good job barang terima selamat produk sesuai deskripsi barang nyape pekanbaru riau terimakasih lazada kotakom pucang laptop bagus,11 Nov 2016,5,Lazada,Positive,Rasa,No,Elektronik,No
"TOP. Senang belanja disini,pelayanan oke,barang sesuai ekspektasi..order senin hari selasa malam udah nyampe + di settingin sxan sama kurirnya...pokoknya top deh..thanks Lazada",top senang belanja layan oke barang sesuai ekspektasi order senin selasa malam udah nyampe settingin sxan kurir pokok top terima kasih lazada,13 Nov 2017,5,Lazada,Positive,Lainnya,No,Elektronik,No
belum test barangnya,test barang,23 Agu 2018,4,Lazada,Positive,Lainnya,No,Elektronik,No
Cape deh!. Sudah cape2 transfer tapi pesanan ditolak,cape cape2 transfer pesan tolak,17 Jan 2018,1,Lazada,Negative,Lainnya,No,Elektronik,No
"bagus saya suka, no tipu2...terbaik emanggggggg👍",bagus suka no tipu2 baik emanggggggg,30 Des 2017,5,Lazada,Positive,Lainnya,No,Elektronik,No
harga bersahabat...kwalitas ok,harga sahabat kwalitas ok,06 Jul 2018,5,Lazada,Positive,Harga,No,Elektronik,No
"Lima Bintang. Barang Ok, kualitas bagus dengan harga yg cukup miring, kualitas gambar juga ok, pengiriman lumayan, ga nyesel pokonya beli TV ini",bintang barang ok kualitas bagus harga miring kualitas gambar ok kirim lumayan nyesel poko beli tv,25 Nov 2016,5,Lazada,Positive,Harga,No,Elektronik,No
Ke Gresik bisa gak ya..???. Saya minat tapi kalau dikirim ke Gresik Jawa Timur bisa gak? Klo dr info pengiriman bebas tapi takut gk sampai.. Dan tanya apa ini sdh full HD apa blm? Terima kasih,gresik minat kirim gresik jawa timur klo dr info kirim bebas takut full hd terima kasih,2019-10-02,5,Lazada,Positive,Lainnya,No,Elektronik,No
Cilegon bisa nggak??. Pengn tivinya,cilegon pengn tivinya,2019-10-02,4,Lazada,Positive,Lainnya,No,Elektronik,No
Lima Bintang,bintang,24 Des 2016,5,Lazada,Positive,Lainnya,No,Elektronik,No
puasss. Mantapppp barang nya,puasss mantapppp barang,2019-10-02,5,Lazada,Positive,Rasa,No,Elektronik,No
puassss. Barang mulusss mantapppppp,puassss barang mulusss mantapppppp,2019-10-02,3,Lazada,Neutral,Rasa,No,Elektronik,No
"Spesifikasi utama terdapat intel core i5. Laptop ini memiliki spesifikasi yang bagus dan harga yang terjangkau, namun pada tab spesifikasi utama produk itu emang intel core i5 atau salah buat? Di judul dikatakan core i7",spesifikasi utama intel core i5 laptop milik spesifikasi bagus harga jangkau tab spesifikasi utama produk emang intel core i5 salah judul core i7,2019-10-02,1,Lazada,Negative,Harga,No,Elektronik,No
"Bagus, diterima dengan aman.. Barang sampai dengan aman. Kemampuan laptop sesuai dengan yang di iklankan. Hanya saja, laptop datang dengan DOS sehingga harus di install sendiri windows nya. Overall, it's worth the money.",bagus terima aman barang aman mampu laptop sesuai iklan laptop dos install windows overall it worth money,2019-10-02,5,Lazada,Positive,Harga,No,Elektronik,No
Bagus. Barang sampai 2 hari dengan selamat dan sesuai deskripsi,bagus barang selamat sesuai deskripsi,2019-10-02,5,Lazada,Positive,Lainnya,No,Elektronik,No
Produk bagus. Harga sangat murah mantep banget,produk bagus harga murah mantep banget,2019-10-02,5,Lazada,Positive,Harga,No,Elektronik,No
Entah benar atau enga. Murah banget itu enga salah kasih harga tau2 nati salah kasi info barang nya,enga murah banget enga salah kasih harga tau2 nati salah kasi info barang,2019-10-02,3,Lazada,Neutral,Harga,No,Elektronik,No
Barang udah sampai. Barang udah sampai tapi pas dinyalain g bisa. Gmn pertanggung jawaban lazada?,barang udah barang udah pas dinyalain gmn tanggung lazada,2019-10-02,1,Lazada,Negative,Lainnya,No,Elektronik,No
Yang bener yang mana? I5 apa i7??,bener i5 i7,2019-10-02,5,Lazada,Positive,Lainnya,No,Elektronik,No
Cicilan. Klo dp1jt tanpa kartu kredit bisa gk? Brp bln pembayarannya dan sebulannya brp? -TerimaKsh,cicil klo dp1jt kartu kredit brp bln bayar bulan brp terimaksh,2019-10-02,4,Lazada,Positive,Harga,No,Elektronik,No
untuk pemasangan di tembok apa ad pihak dari lazada yg memasang'a ? terima kasih,pasang tembok ad lazada pasang terima kasih,2019-10-02,1,Lazada,Negative,Lainnya,No,Elektronik,No
"Sesuai Dengan yang tertera. Kapasitas HDD asli 1 TB, dan tanpa ada lecet di saat saya pertama kali membuka bungkus bubble nya",sesuai tera kapasitas hdd asli tb lecet buka bungkus bubble,02 Mei 2017,5,Lazada,Positive,Lainnya,No,Elektronik,No
mantap. barang sesuai dengan gambar,bagus barang sesuai gambar,20 Jun 2017,5,Lazada,Positive,Rasa,No,Elektronik,No
"Respon penjualan yg baik. HD diterima dg packing bubble bagus, hanya tidak tertulis, barang elektronik, atw keterangan lain, agar penanganan lebih hati2 dan istimewa, ketika paket dalam perjalanan. Finally, 4bintang lhah...",respon jual hd terima packing bubble bagus tulis barang elektronik atw terang tangan hati2 istimewa paket jalan finally 4bintang lhah,2019-10-02,4,Lazada,Positive,Lainnya,No,Elektronik,No
"TOP. Mantap gan Barang sampai dengan selamat , Packing rapih , pokok Mantap lah !",top bagus gan barang selamat packing rapih pokok bagus,24 Okt 2017,5,Lazada,Positive,Rasa,No,Elektronik,No
Sip. Oke,sip oke,14 Jun 2017,5,Lazada,Positive,Lainnya,No,Elektronik,No
"Kepuasan & Ketidakpuasan. Saya sangat puas dengan barang.nya, kualitas barang sangat membantu HDD saya apabila jatuh dari atas, dan pengiriman rapi gk ada lecet kasih bintang 5 :) Dan Saya sangat tidak puas dengan peng",puas ketidakpuasan puas barang kualitas barang bantu hdd jatuh kirim rapi lecet kasih bintang puas peng,25 Feb 2017,5,Lazada,Positive,Bentuk,No,Elektronik,No
Bagus. Barang diterima dengan kondisi yang baik tapi packagingnya kurang,bagus barang terima kondisi packagingnya,19 Des 2017,4,Lazada,Positive,Bentuk,No,Elektronik,No
"SESUIA DENGAN FOTO. Suka banget sama barangnya packing nya rapi, pokoknya recomended banget buat kalian yg mau beli tas hardisk dengan kulitas bagus yah di sini",sesuia foto suka banget barang packing rapi pokok recomended banget beli tas hardisk kulitas bagus yah,2019-10-02,5,Lazada,Positive,Lainnya,No,Elektronik,No
"Flashdisk ori, Packing bagus. Saya suka.Thx",flashdisk ori packing bagus suka terima kasih,15 Sep 2018,5,Lazada,Positive,Bentuk,No,Elektronik,No
aman cepat pula,aman cepat,05 Sep 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
Bagus ori kok cuma hanya aja 58 gb:( klo 63 gpp hilang 1 gb,bagus ori gb klo gpp hilang gb,09 Sep 2019,4,Lazada,Positive,Bentuk,No,Elektronik,No
kapasitasy kurang bagusss aturany klw kosong g bnyakkk firusss tpi nieh bnyakkk firusss sangat kecewe,kapasitasy bagusss aturany klw kosong bnyakkk firusss nieh bnyakkk firusss kecewe,28 Apr 2019,1,Lazada,Negative,Lainnya,No,Elektronik,No
"Baguss bangett kurir nya jga ramah, cakep pula wkwk. Ini 64gb tp cmn 58 sekian gb tp gpp lah yah... Pokok nya recomended deh....",baguss bangett kurir jga ramah cakep wkwk 64gb cmn sekian gb gpp yah pokok recomended,04 Mar 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
produk dah sampai kemasan rapih pengiriman cepat barang bagus pembayaran cod tidak perlu diragukan lagi 👍👍,produk dah kemas rapih kirim cepat barang bagus bayar cod ragu,13 Mar 2019,5,Lazada,Positive,Harga,No,Elektronik,No
barangnya bagus banget.. sesuai dengan gambar dn deskripsi.. pengiriman cepat.. bagus dn recomended bangt..👍,barang bagus banget sesuai gambar dn deskripsi kirim cepat bagus dn recomended bangt,28 Feb 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
"packing tanpa bubble warp. fisik no minus. Cuma 58 GB, bukan 64. ya lumayan",packing bubble warp fisik no minus gb lumayan,07 Jul 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
barang ok .. packing Rapii .. Kurir nya Ramahh .. Puass ..,barang ok packing rapi kurir ramahh puass,24 Jun 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
produk original mantap semoga awet,produk original bagus moga awet,09 Jun 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No
baik. sesuai ekspektasi.,sesuai ekspektasi,04 Mar 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
Barang nya oke makasih,barang oke terima kasih,13 Agu 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
Tumben ninja cepat pengirimannya,tumben ninja cepat kirim,12 Jul 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
barang asli dan original terimakasih maju terus toko jet store,barang asli original terimakasih maju toko jet store,12 Jul 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No
"Flashdisk nya bagus, sesuai picture, barang cepat sampai, kurir ramah",flashdisk bagus sesuai picture barang cepat kurir ramah,12 Mei 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
oke... mudah2an awet dan ga crash belum sempet d coba,oke mudah2an awet crash sempet coba,09 Jul 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No
kapasitas cumA 58 gb ajaaaaa.... huft...,kapasitas gb ajaaaaa huft,04 Jul 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
katanya 64 GB nyatanya cuman 58 GB,gb cuman gb,10 Jun 2019,4,Lazada,Positive,Lainnya,No,Elektronik,No
"thks ya barang sdh sampai,smga cocok",thks barang smga cocok,09 Jun 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
siippp...thank lazada,siippp thank lazada,02 Mar 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
udah di trima ...barang OK Moga awet...,udah trima barang ok moga awet,18 Mei 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No
josss tenan,josss tenan,09 Mei 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
"Ini ori, bagus tahan lama masih saya pake",ori bagus tahan pake,29 Mar 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No
kampret kaga kebaca!!,kampret kaga baca,27 Mar 2019,1,Lazada,Negative,Lainnya,No,Elektronik,No
GOOD. barang bagus quick respon hari ini pesan besok sudah sampai,good barang bagus quick respon pesan besok,03 Jul 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No
brang cukup bagus,brang bagus,03 Apr 2017,5,Lazada,Positive,Lainnya,No,Elektronik,No
Sip mantap,sip bagus,29 Jul 2019,5,Lazada,Positive,Rasa,No,Elektronik,No
bagus ori!,bagus ori,07 Jun 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No
real good,real good,26 Mar 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
bagus,bagus,11 Apr 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
good,good,27 Mar 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
"pengiriman sangat lama, tgl 19 di pesan, tgl 22 barang baru dikemas, tgl 23 baru diambil ekspedisi, tgl 25 baru sampai. Masih dijabotabek tapi lama.",kirim tgl pesan tgl barang kemas tgl ambil ekspedisi tgl dijabotabek,19 Jul 2019,2,Lazada,Negative,Lainnya,No,Elektronik,No
"barang pecah dikirim, payah ni seller. barang tanpa kemasan, tanpa pelindung apapun, hanya dus tv saja, liat dusnya sobek dikit sudah mulai curiga, kayaknya pecah ini, eeeeellllaaaa pas dibuka pecah beneran, BAD SELLER, BENER BENER BAD SELLER MAU UNTUNG AJA, tanpa peduli keadaan produk , kalo gak ada untung n pelit pakingan ya jgn jualan ....barang sudah retur , mudah mudahan barangnya cepat di kirim lg d",barang pecah kirim payah ni seller barang kemas lindung apa dus tv liat dus sobek dikit curiga kayak pecah eeeeellllaaaa pas buka pecah beneran bad seller bener bener bad seller untung peduli produk kalo untung pelit paking jgn jual barang retur mudah mudah barang cepat kirim lg,27 Mar 2018,1,Lazada,Negative,Bentuk,No,Elektronik,No
"Brng Utuh diterima. Barang diterima pada hari akhir yg dijadwalkan, yaitu malam hari. Kondisi barang terlindungi dengan packing bawaan unit. Kualitas unit adalah kualitas Sharp. Semoga awet. Bila unit ini dikirim dari gudang Lazada di Bogor, mestinya bisa lebih cpt tiba, bukan pada hari akhir yg dijadwalkan karena alamat tujuan juga di Bogor.",brng utuh terima barang terima jadwal malam kondisi barang lindung packing bawa unit kualitas unit kualitas sharp moga awet unit kirim gudang lazada bogor mesti cpt jadwal alamat tuju bogor,27 Mar 2018,4,Lazada,Positive,Bentuk,No,Elektronik,No
sesuai pesanan. masukan saja.. klo bisa packingnya jangan asal.. dikasih buble wrap minimal.. ini cuma dipacking pakai plastik biasa.. sempet khawatir pecah.. tpi untung gk terjadi . ..,sesuai pesan masuk klo packingnya kasih buble wrap minimal dipacking pakai plastik sempet khawatir pecah untung,15 Jul 2018,4,Lazada,Positive,Lainnya,No,Elektronik,No
pesanan sesuai dgn yg di gambar .....skrg sy lg coba smoga awet...,pesan sesuai gambar skrg sy lg coba smoga awet,01 Mar 2018,4,Lazada,Positive,Bentuk,No,Elektronik,No
Pengiriman. Pengiriman tidak sesuai tanggal yang tertera,kirim kirim sesuai tanggal tera,01 Apr 2017,2,Lazada,Negative,Lainnya,Yes,Elektronik,No
sesuai... no tipu2,sesuai no tipu2,24 Mar 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No
barang ok packing rapih,barang ok packing rapih,24 Agu 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No
"Barangnya sampai dengan cepat, bagus, terimakasih lazada.",barang cepat bagus terimakasih lazada,30 Agu 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No
"tv murah. pengiriman cepat packirng rapih harga murah, free ongkir",tv murah kirim cepat packirng rapih harga murah free ongkir,15 Jul 2018,5,Lazada,Positive,Harga,No,Elektronik,No
mantapp. mantapp barang nya sesuai pesanan,mantapp mantapp barang sesuai pesan,09 Jul 2018,5,Lazada,Positive,Rasa,No,Elektronik,No
Parah. Jangan pernah beli disini..parah banget..barang belum sampe udh 2 mi ggu alesan nya gak jelas gangguan dll..,parah beli parah banget barang sampe mi ggu alesan ganggu dll,2019-10-02,1,Lazada,Negative,Lainnya,Yes,Elektronik,No
"pengiriman lama pisan, katanya dr kurir, pengirimannya ga pake exspres. hati hati ini tv ga bisa pake USB",kirim pis dr kurir kirim pake exspres hati hati tv pake usb,19 Mar 2018,1,Lazada,Negative,Lainnya,No,Elektronik,No
puas,puas,19 Nov 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No
puas,puas,19 Nov 2018,4,Lazada,Positive,Lainnya,No,Elektronik,No
mantap,bagus,31 Agu 2018,5,Lazada,Positive,Rasa,No,Elektronik,No
mantap,bagus,05 Sep 2018,4,Lazada,Positive,Rasa,No,Elektronik,No
yuda. Sangat puas dengan produknya. Terimakasih..,yuda puas produk terimakasih,2019-10-02,3,Lazada,Neutral,Lainnya,No,Elektronik,No
"Pelayanan. Memuaskan, produk sesuai deskripsi, packing bagus, dan penerimaan produk cepat untuk saya yg berada di jkt",layan muas produk sesuai deskripsi packing bagus terima produk cepat jkt,20 Des 2016,5,Lazada,Positive,Lainnya,No,Elektronik,No
"Kurang puas..,. Kenapa chargernya tidak lengkap....?? G bisa langsung dipakai buat charger..., kita harus nyari dan beli lagi sambungan buat chargernya.., tolong d bantu",puas chargernya lengkap pakai charger nyari beli sambung chargernya tolong bantu,22 Nov 2016,3,Lazada,Neutral,Lainnya,No,Elektronik,No
Laptop lenovo. Ini spek ram.nya 2GB atau 4GB,laptop lenovo spek ram 2gb 4gb,2019-10-02,1,Lazada,Negative,Lainnya,No,Elektronik,No
"FLASHDISK BEKAS WKWKWK :D. GAN SAYA SARANKAN UNTUK LEBIH BERHATI-HATI DALAM MEMBELI, FLASHDISK YANG DIKIRIM KE SAYA ADALAH FLASHDISK REKONDISI (DAUR ULANG BEKAS). JANGAN TERTIPU OLEH HARGA. MAS DOSA MAS BOHONG. DI FLASHDISKNYA ADA TULISAN NAMA ""ARYO"" YANG SENGAJA DIHAPUS TP KURANG BERSIH. FILE YANG DIKIRIM KE FLASHDISK JUGA ERROR. MAKAN DUIT HARAM MAS. KENYANG TP GA BERKAH.",flashdisk bekas wkwkwk gan saran hati hati beli flashdisk kirim flashdisk rekondisi daur ulang bekas tipu harga mas dosa mas bohong flashdisknya tulis nama aryo sengaja hapus bersih file kirim flashdisk error makan duit haram mas kenyang berkah,04 Jul 2017,1,Lazada,Negative,Harga,Yes,Elektronik,No
"Sering corrupt. Barang cepat sampainya. Kualitas FD kurang bagus, file yang di copy sering corrupt.",corrupt barang cepat sampai kualitas fd bagus file copy corrupt,16 Mei 2017,2,Lazada,Negative,Bentuk,No,Elektronik,No
Palsu,palsu,16 Jun 2017,1,Lazada,Negative,Lainnya,Yes,Elektronik,No
VERY NICE. VERY GOOD,very nice very good,15 Apr 2017,5,Lazada,Positive,Lainnya,No,Elektronik,No
"barang kw. korup terus klo di copy ke fd,mengecewakan",barang kw korup klo copy fd kecewa,2019-10-02,1,Lazada,Negative,Lainnya,No,Elektronik,No
"TOP BGT. hardisknya keren, pelindungnya kokoh , udah ada aplikasi transcend elitenya di dalam untuk enkripsi thanks seller and lazada",top banget hardisknya bagus lindung kokoh udah aplikasi transcend elite enkripsi terima kasih seller lazada,30 Okt 2017,5,Lazada,Positive,Bentuk,No,Elektronik,No
"Barang sudah mendarat dengan selamat. Sampainya agak lama tapi puas, packing rapi dan pas dateng warnanya biru seneng banget gan hehe. Top deh semoga awet barangnya",barang darat selamat sampai puas packing rapi pas dateng warna biru neng banget gan top moga awet barang,02 Okt 2017,4,Lazada,Positive,Bentuk,No,Elektronik,No
"Bagus. Trims Lazada & reseller, , barang sdh saya terima senin siang, penigiriman sesuai dengan yg di informasikan.",bagus trims lazada reseller barang terima senin siang penigiriman sesuai informasi,09 Mar 2017,5,Lazada,Positive,Lainnya,No,Elektronik,No
bagus. sesuai spek yg saya mau.. jd oke lah,bagus sesuai spek oke,12 Des 2017,5,Lazada,Positive,Lainnya,No,Elektronik,No
Rekomended. barangnya bagus. rapi tidak mengecewakan. akan tetapi bagus kalau ada Bonus pouch nya. hehhe,rekomended barang bagus rapi kecewa bagus bonus pouch hehhe,23 Mar 2017,5,Lazada,Positive,Lainnya,No,Elektronik,No
"barang udah sampe gunn,, masih segell dari pabriknya,, mangstabb,,",barang udah sampe gunn segell pabrik mangstabb,11 Jan 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No
barang tlah diterima kondisi baik,barang tlah terima kondisi,11 Jan 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No
mantap,bagus,07 Agu 2018,5,Lazada,Positive,Rasa,No,Elektronik,No
mantaaabs barang ok,mantaaabs barang ok,11 Jan 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No
"Barang sesuai deskripsi,penjual ramah,respon cepat..",barang sesuai deskripsi jual ramah respon cepat,31 Mar 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
"Packaging rapi, flashdiksnya ORI, kapasitasnya sesuai dengan detail produk yang dicantumkan dan foto dengan barangnya sesuai + barangnya datang sesuai tepat waktu. Makasih ya.. 😘",packaging rapi flashdiksnya ori kapasitas sesuai detail produk cantum foto barang sesuai barang sesuai waktu terima kasih,30 Okt 2018,5,Lazada,Positive,Bentuk,No,Elektronik,No
"mantap. flashdisknya sudah diterima dengan baik. kapasitas total 58,544,586,752 bytes dengan FAT32. menjadi 62,885,724,160 bytes kalau diformat dengan exFAT. write speed 10MB/s dan read 30 MB/s dengan port USB 2.0, belum dicoba dengan port usb 3.0.",bagus flashdisknya terima kapasitas total bytes fat32 bytes format exfat write speed 10mb read mb port usb coba port usb,24 Jun 2017,5,Lazada,Positive,Rasa,No,Elektronik,No
"Terima kasih, barang bagus dan respon penjual sgt baik.",terima kasih barang bagus respon jual sgt,07 Sep 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No
"Oke. Barang sudah diterima dgn baik. Packing rapih. Tp isinya cuma 58GB. Selebihnya, oke",oke barang terima packing rapih isi 58gb lebih oke,23 Des 2016,5,Lazada,Positive,Lainnya,No,Elektronik,No
recommended. pas cocok buat anda semua. bgus. sesuai deskripsi.,recommended pas cocok bgus sesuai deskripsi,08 Mar 2017,5,Lazada,Positive,Lainnya,No,Elektronik,No
PUAS,puas,31 Jul 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No
"ok banget. flashdisk 64gb casing metal, baguss",ok banget flashdisk 64gb casing metal baguss,2019-10-02,5,Lazada,Positive,Rasa,No,Elektronik,No
Sesuai deskripsi,sesuai deskripsi,15 Jul 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
"barang dah sampai, makasih",barang dah terima kasih,21 Agu 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No
mantap barang gak minus sama sekali,bagus barang minus,12 Des 2018,5,Lazada,Positive,Rasa,No,Elektronik,No
"pengiriman cepat, packing cukup bagus",kirim cepat packing bagus,11 Nov 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No
Biarkan bintang yang berbicara ... 👌👍,biar bintang bicara,11 Nov 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No
"Barangnya ok, cepat sampai",barang ok cepat,12 Sep 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No
"Pengirimannya cepat, produk baik",kirim cepat produk,01 Okt 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No
Barang sesuai dengan deskripsi dan berfungsi baik.,barang sesuai deskripsi fungsi,26 Sep 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No
"sampai cepat, barang sesuai.",cepat barang sesuai,04 Sep 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No
express. dikirim hari berikutnya dan barang mulus,express kirim barang mulus,05 Mar 2018,4,Lazada,Positive,Lainnya,No,Elektronik,No
oke,oke,12 Sep 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No
RAM?. ram 8gb atau 4gb?,ram ram 8gb 4gb,2019-10-02,2,Lazada,Negative,Lainnya,No,Elektronik,No
"TV LED dengan beragam input!. TV LED dengan pilihan input yang lengkap (HDMI, DV, VGA). Kami beli untuk keperluan kantor yang penggunaannya bisa multi-source. Panasonic satu-satunya merk yang menyediakan fasilitas ini (sepanjang pengetahuan kami). Kualitas gambar juga bagus, dengan bezel tipis yang memberikan kesan ""lega"" ... extra bracket memudahkan pemasangan di dinding. Bravo Panasonic!",tv led agam input tv led pilih input lengkap hdmi dv vga beli perlu kantor guna multi source panasonic satu merk sedia fasilitas tahu kualitas gambar bagus bezel tipis kesan lega extra bracket mudah pasang dinding bravo panasonic,20 Okt 2017,5,Lazada,Positive,Bentuk,No,Elektronik,No
Mantap. Cuma butuh waktu 12 jam unit tiba.. thks,bagus butuh waktu unit thks,22 Jan 2017,5,Lazada,Positive,Rasa,No,Elektronik,No
Kalo mau cicilan gmn caranya?. Mau cicilan gmn caranya6,kalo cicil gmn cicil gmn caranya6,2019-10-02,1,Lazada,Negative,Lainnya,No,Elektronik,No
Mau nyicil dong.. proses nya susah nggak??. Nyicil dengan cara mudah prosesnya susah nggak,nyicil proses susah nyicil mudah proses susah,2019-10-02,3,Lazada,Neutral,Lainnya,No,Elektronik,No
Barang mantap sesuai pesanan... Pokonya puas..,barang bagus sesuai pesan poko puas,2019-10-02,5,Lazada,Positive,Rasa,No,Elektronik,No
