Review_Text,Review_Text_Processed,Review_Date,Rating_Score,Platform_Source,Sentiment_Label,Review_Aspect,Crisis_Flag,Business_Category,Is_Sarcasm
"pengiriman pakai ninja exp cepet sekali 2 hari sampai solo,kualitas produk sangat sangat baik samsung top apalagi dengan harga 2,5an dapet smart TV,tancap hardis external 3TB mulus kedetect semua file movie sama foto sukaaaa,tq lazada samsung ninja exp,tingkatkan kualitas lg muantaft",kirim pakai ninja exp cepet solo kualitas produk samsung top harga 5an dapet smart tv tancap hardis external 3tb mulus kedetect file movie foto sukaaaa tq lazada samsung ninja exp tingkat kualitas lg muantaft,12 Feb 2019,5,Lazada,Positive,Harga,No,Elektronik,No
keren deh...loe harus coba...,bagus loe coba,30 Jan 2019,4,Lazada,Positive,Lainnya,No,Elektronik,No
lumayan sesuai deskripsix..,lumayan sesuai deskripsix,07 Feb 2019,3,Lazada,Neutral,Lainnya,No,Elektronik,No
"hanya pengiriman saja yg lama, kualitas mantap tdk kalah dgn yg lain ny",kirim kualitas bagus kalah ny,10 Sep 2019,5,Lazada,Positive,Rasa,No,Elektronik,No
Flash 16 GB nya tidak berfungsi dengan baik. Flash disk 16 GB-nya tidak berfungsi dengan baik..,flash gb fungsi flash disk gb fungsi,15 Apr 2018,3,Lazada,Neutral,Lainnya,No,Elektronik,No
produk sesuai ekspektasi,produk sesuai ekspektasi,10 Jan 2018,4,Lazada,Positive,Lainnya,No,Elektronik,No
Numpang tanya. Itu sama memorynya ta gan,numpang memorynya ta gan,2019-10-02,3,Lazada,Neutral,Lainnya,No,Elektronik,No
"untuk kali ini barang harus di refund karena tidak berfungsi, tdk bs mencari saluran analog n digital, mungkin sblm dikirim konsumen bisa dicek terlebih dahulu, baru pernah beli di lazada mall barang mengecewakan, smoga dana refund cepat kembali........... update 10/4 dana refund kembali dengan cepat",barang refund fungsi bs cari salur analog digital sblm kirim konsumen cek beli lazada mall barang kecewa smoga dana refund cepat update dana refund cepat,27 Mar 2019,1,Lazada,Negative,Lainnya,Yes,Elektronik,No
ok. barang asli sesuai pesanan,ok barang asli sesuai pesan,03 Jul 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No
"Barang cepat sampai, kemasan rapi, barang juga bisa digunakan dengan baik",barang cepat kemas rapi barang,30 Des 2017,5,Lazada,Positive,Bentuk,No,Elektronik,No
Flashdisk tidak bisa di pakai,flashdisk pakai,27 Agu 2019,1,Lazada,Negative,Lainnya,No,Elektronik,No
pket udah ditrima smga awet .makasih lazada n adata,pket udah ditrima smga awet terima kasih lazada adata,27 Mar 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No
Sesuaii bgs gmbrnyaa,sesuai bgs gmbrnyaa,22 Agu 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
Puassss pokok y..,puassss pokok,20 Agu 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
puas,puas,17 Sep 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
"Cepat. Thanks Lazada barang udah smpe.packingan rapi..datang nya jga lebih cpat..dri tanggalnya...mudah""an awet..snang blanja di Lazada.udah sering blanja hasilnya selalu puas..",cepat terima kasih lazada barang udah smpe packingan rapi jga cpat dri tanggal mudah an awet snang blanja lazada udah blanja hasil puas,23 Mar 2017,5,Lazada,Positive,Bentuk,No,Elektronik,No
Barang sesuai dengan pesanan,barang sesuai pesan,01 Jan 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No
"Barang diterima dlm kondisi dan berfungsi baik, semoga awet👍",barang terima dlm kondisi fungsi moga awet,08 Jul 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No
"Puas dan terima kasih. Terima kasih kepada Kenkez sebagai Penjual dan Lazada (Indonesia), barang sudah saya terima dengan baik, cepat sampai o/ kurir LEX, packing sederhana dan rapih. Semoga kedepannya dapat berbelanja kembali disini. Sukses selalu!",puas terima kasih terima kasih kenkez jual lazada indonesia barang terima cepat kurir lex packing sederhana rapih moga depan belanja sukses,2019-10-02,3,Lazada,Neutral,Lainnya,No,Elektronik,No
Thank to good coorporation ..n good product..,thank to good coorporation good product,29 Agu 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
remot rusak,remot rusak,11 Des 2018,3,Lazada,Neutral,Lainnya,No,Elektronik,No
oke,oke,06 Des 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No
"Barang bermutu. Barang ok, masih segel, pengiriman klo ga salah 3 hari, Kualitas barang Ok lah sesuai harapan. Sesudah beberapa bulan tidak ada masalah, jadi HHD nya recommend",barang mutu barang ok segel kirim klo salah kualitas barang ok sesuai harap hhd recommend,29 Mar 2017,5,Lazada,Positive,Bentuk,No,Elektronik,No
Puas. Produk bisa digunakan dengan baik,puas produk,18 Des 2017,5,Lazada,Positive,Lainnya,No,Elektronik,No
mantap 😀,bagus,17 Sep 2019,5,Lazada,Positive,Rasa,No,Elektronik,No
"tanggap ,cepat, barang sesuai..mantaps",tanggap cepat barang sesuai mantaps,15 Des 2018,5,Lazada,Positive,Rasa,No,Elektronik,No
puas banget dengan harga murah dapet barang ori,puas banget harga murah dapet barang ori,10 Nov 2018,5,Lazada,Positive,Harga,No,Elektronik,No
"Barang OK,packing OK,cuman pengirimanya agak lama",barang ok packing ok cuman pengirimanya,11 Nov 2018,4,Lazada,Positive,Lainnya,No,Elektronik,No
Koq ga dapet kartu garansinya sih?barang si ok.cuman napa ga ada kartu garansi nya gan?kemana2 klo beli selalu dapet kartu garansinya.tolong dijawab ya,koq dapet kartu garansi barang si ok cuman napa kartu garansi gan kemana2 klo beli dapet kartu garansi tolong,18 Okt 2018,3,Lazada,Neutral,Lainnya,No,Elektronik,No
puas banget barang nya ok,puas banget barang ok,14 Agu 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
senang..pengirimannya cepat..,senang kirim cepat,13 Feb 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
Mantab gc di beli. Beli tanggal 30 juni udah panik pengen di pake tanggal 5 juli di estimasi sampe ke rumah tanggal 4-6juli eh datengnya manah tanggal 1 juli recommended dah semoga sukses selalu,mantab gc beli beli tanggal juni udah panik ken pake tanggal juli estimasi sampe rumah tanggal 6juli eh datengnya manah tanggal juli recommended dah moga sukses,2019-10-02,5,Lazada,Positive,Lainnya,No,Elektronik,No
gilaaaa mantullll bgtt dahh ..,gilaaaa mantullll banget dahh,17 Jun 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
ada HDMI nya gak ya/?????,hdmi,2019-10-02,5,Lazada,Positive,Lainnya,No,Elektronik,No
Lumayan bagus buat tv smart 2 jtaan,lumayan bagus tv smart jtaan,03 Sep 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
pengirim cepat.kemasan rapih,kirim cepat kemas rapih,23 Agu 2018,5,Lazada,Positive,Bentuk,No,Elektronik,No
barang mulus... cepat sampai. tp jgn d beli kalo ga mau nyesel,barang mulus cepat jgn beli kalo nyesel,03 Apr 2018,1,Lazada,Negative,Lainnya,No,Elektronik,No
sip,sip,08 Jul 2019,4,Lazada,Positive,Lainnya,No,Elektronik,No
okjkk. Brang cepet sampe sesuai pezenan,okjkk brang cepet sampe sesuai zen,19 Sep 2017,4,Lazada,Positive,Lainnya,No,Elektronik,No
kualitas mantap. harga lebih murah. gratis ongkir . packing aman. alhamdulillah nyampe di pekanbaru riau gak ada cacat. mantap jiwa. terima kasih xiaomi. trima kasih lazada.,kualitas bagus harga murah gratis ongkir packing aman alhamdulillah nyampe pekanbaru riau cacat bagus jiwa terima kasih xiaomi trima kasih lazada,16 Mei 2019,5,Lazada,Positive,Harga,No,Elektronik,No
sangat bagus gak kecewa pkonya deh,bagus kecewa pkonya,27 Mar 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
"Packing rapi, barang ori, works normally, dan pengiriman cepat👍",packing rapi barang ori works normally kirim cepat,26 Nov 2018,5,Lazada,Positive,Bentuk,No,Elektronik,No
makasih .. barabg sesuai dengan gambar,terima kasih barabg sesuai gambar,01 Jan 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
"baru dipake sebulan dah. rusak, refurbis",dipake bulan dah rusak refurbis,28 Jul 2015,1,Lazada,Negative,Lainnya,Yes,Elektronik,No
Barang sesuai dengan pesanan. Pesanan dalam kondisi baik. Packaging rapi. Terima kasih,barang sesuai pesan pesan kondisi packaging rapi terima kasih,29 Agu 2016,5,Lazada,Positive,Bentuk,No,Elektronik,No
Mantap jiwa,bagus jiwa,06 Sep 2015,5,Lazada,Positive,Rasa,No,Elektronik,No
Kecewa sama Toko JAVA ELEKTRONIK yg jualan di LAZADA ini *Sya Beli type4003 beli 2 uni tpi dikirim beda unit type4001 RUGI 820rb,kecewa toko java elektronik jual lazada sya beli type4003 beli uni kirim beda unit type4001 rugi 820rb,03 Jul 2019,1,Lazada,Negative,Lainnya,Yes,Elektronik,No
"tidak berfungsi kapok dah harga murah, memang murahan. tidak berfungsi barang rusak",fungsi kapok dah harga murah murah fungsi barang rusak,14 Jun 2018,1,Lazada,Negative,Harga,Yes,Elektronik,No
Mantap. reco poko nya mah,bagus reco poko,17 Nov 2017,5,Lazada,Positive,Rasa,No,Elektronik,No
"Lama. Udah batas akhir pengiriman masih aja belum ada tanda2 barang mau datang, payah nih.. PRIORITAS APANYA..?? Diprioritaskan untuk mengecewakan pelanggan kali ya..",udah batas kirim tanda2 barang payah prioritas apa prioritas kecewa langgan,21 Des 2017,1,Lazada,Negative,Bentuk,No,Elektronik,No
katanya free i-ring... yang dikirim cuma fdnya aja,free ring kirim fdnya,01 Des 2018,2,Lazada,Negative,Lainnya,No,Elektronik,No
"kecewa banget, ya sesuai lah sama harga. dan akhirnya bakal menjadi sampah doang karna males pulanginnya",kecewa banget sesuai harga sampah doang males pulanginnya,27 Mar 2019,1,Lazada,Negative,Harga,Yes,Elektronik,No
Bonus tidak memuaskan. barang sudah diterima setelah sehari pemesanan. untuk free 16GB nya gagal format dan gak bisa dipakai. kalo emang USB nya reject mohon gak dijadiin bonus. Makasih.,bonus muas barang terima hari mesan free 16gb gagal format pakai kalo emang usb reject dijadiin bonus terima kasih,18 Apr 2018,2,Lazada,Negative,Lainnya,Yes,Elektronik,No
"Barang ok puas deh, paking rapi",barang ok puas paking rapi,26 Agu 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
"Barang di terima dengan baik dan di packing rapi. Ini ada pertanyaan sedikit, kok untuk free game pad nya tidak ada ya? Bisa di bantu crosscheck? Terima kasih",barang terima packing rapi free game pad bantu crosscheck terima kasih,01 Sep 2019,4,Lazada,Positive,Lainnya,No,Elektronik,No
Perfect,perfect,20 Sep 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No
okee sihhh,okee sihhh,27 Agu 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
makasih ya...barangnya bagus...,terima kasih barang bagus,13 Apr 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
baguss....,baguss,16 Nov 2018,4,Lazada,Positive,Lainnya,No,Elektronik,No
kecewa banget. sudah lewat dr estimasi barang blm jg sampai.. pesan dr tgl 12 hari ini blm ada kabar dari pihak lazada,kecewa banget dr estimasi barang pesan dr tgl kabar lazada,12 Des 2017,1,Lazada,Negative,Lainnya,Yes,Elektronik,No
"Sangat recomend belanja disini. Seller ramah, harga ramah, ongkir ramah dan dikasih packing kayu lagi. Mantap betul. Thanks Lazada dan Seller, Next order lagi",recommended belanja seller ramah harga ramah ongkir ramah kasih packing kayu bagus terima kasih lazada seller next order,14 Feb 2019,5,Lazada,Positive,Harga,No,Elektronik,No
Cod. Bisa cod ga?,cod cod,2019-10-02,3,Lazada,Neutral,Lainnya,No,Elektronik,No
"paket 3 hari sampai alhamdllh saya tes buat tv resiver normal hasil gambar baik, mudah2an awet...trims",paket alhamdllh tes tv resiver normal hasil gambar mudah2an awet trims,12 Nov 2018,5,Lazada,Positive,Bentuk,No,Elektronik,No
"Puas. Barang sampe dengan cepat,barang sesuai gambar,bagus banget,puas pokoknya",puas barang sampe cepat barang sesuai gambar bagus banget puas pokok,24 Des 2016,5,Lazada,Positive,Bentuk,No,Elektronik,No
"kualitas bagus , bahan aluminium dan akhirnya bisa digunakan HDD SSD saya sbg eksternal",kualitas bagus bahan aluminium hdd ssd sbg eksternal,13 Mar 2018,5,Lazada,Positive,Bentuk,No,Elektronik,No
Judul sama deskripsi kok beda.. Judul sama deskripsi kok beda.,judul deskripsi beda judul deskripsi beda,2019-10-02,1,Lazada,Negative,Lainnya,No,Elektronik,No
"Alhamdulillah pesanan sudah nyampe, maaf talt kasih saran,,,bintang 5 buat pengirim dari lazada yg ramah dan baik hati,,,,,",alhamdulillah pesan nyampe maaf talt kasih saran bintang kirim lazada ramah hati,13 Des 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No
Empat Bintang. Lumayan,bintang lumayan,21 Mar 2017,4,Lazada,Positive,Lainnya,No,Elektronik,No
"saya sudah beli dan terima barangnya, barangnya bagus dan baru, tetapi nggak ada CD/DVD ROM-nya, nggak sesuai dengan gambar contoh (lihat gambar 3/6 dan 4/6, sudah saya screenshot). Padahal ada fasilitas CD/DVD ROM itulah yg menjadi pertimbangan utama saya beli laptop tipe ini. Bagaimana solusinya ini bu/pak...",beli terima barang barang bagus cd dvd rom sesuai gambar contoh gambar screenshot fasilitas cd dvd rom timbang utama beli laptop tipe solusi bu,12 Agu 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
over all semuanya sesuai yang diharapkan. thanks ADATA offical store,over all sesuai harap terima kasih adata offical store,24 Nov 2018,4,Lazada,Positive,Lainnya,No,Elektronik,No
"flashdisk tdk bisa utk save data, maaf tdk recomended bgt, utk save foto dan film bisa, tp utk save yg lain tdk bisa, kecewa....",flashdisk save data maaf recomended banget save foto film save kecewa,15 Apr 2019,1,Lazada,Negative,Lainnya,Yes,Elektronik,No
"mantap, suaranya lebih besar walau tingkatnya cuma 2 (karna sudah dilengkapi dolby). Oh iya paket dikirim dengan lengkap tanpa kerusakan (dibungkus bubble wrap). Tidak bisa pake antena biasa, harus antena luar/(rekomendasi PX). karena kalau pake antena biasa indoor sangat tidak jernih. Untuk DVB-T/T2 lebih jernih ketimbang ATV, namun sayang tidak semua channel mendukung DVB-T2. SmartTV berfungsi, untuk colokan usb belum dicoba. Didukung Android 8 yang membuat TV rasa HP 😂. Pokoknya kualitas sangat memuaskan dengan harga bersaing. Cintailah produk2 Indonesia 💓💓💓 Tingkatkan terus ya kualitas dan inovasinya, agar tidak kalah dengan produk luar negeri. Terimakasih Lazada >< Coocaa + Kurir. Coocaa The Best 👏👍",bagus suara tingkat lengkap dolby oh iya paket kirim lengkap rusa bungkus bubble wrap pake antena antena rekomendasi px pake antena indoor jernih dvb t2 jernih ketimbang atv sayang channel dukung dvb t2 smarttv fungsi colok usb coba dukung android tv hp pokok kualitas muas harga saing cinta produk2 indonesia tingkat kualitas inovasi kalah produk negeri terimakasih lazada coocaa kurir coocaa best,12 Jul 2019,5,Lazada,Positive,Rasa,No,Elektronik,No
Coolll. Shipping oke. Cepat & rapi. Barang sesuai ekspektasi. Mantab jiwaaaa....,coolll shipping oke cepat rapi barang sesuai ekspektasi mantab jiwaaaa,29 Mei 2017,4,Lazada,Positive,Lainnya,No,Elektronik,No
Barang dikirim dari mana nih? Bandung bisa kah?,barang kirim bandung kah,2019-10-02,1,Lazada,Negative,Lainnya,No,Elektronik,No
Kualitas bagus dan dgn adanya promo menjadi murah,kualitas bagus promo murah,05 Mar 2017,5,Lazada,Positive,Harga,No,Elektronik,No
"Sedikit kecewa, tertarik beli ini ketimbang xiaomi karena di gambarnya full bgt displaynya. Aslinya masih ada bezel, cuma letaknya di dalem. Pasang gambar real donk min. Jgn yg 40"" di cantumin ke 32"". Asli kecewa kali ini sm coocaa, padahal biasanya selalu puas. Bingung mau ulas apalagi.",kecewa tarik beli ketimbang xiaomi gambar full banget displaynya asli bezel letak dalem pasang gambar real donk min jgn cantumin asli kecewa sm coocaa puas bingung ulas,28 Sep 2018,3,Lazada,Neutral,Lainnya,No,Elektronik,No
Lumayan..,lumayan,16 Nov 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No
"Barang sih ok tapi pengirimannya sampai 1bln baru sampai, percuma gratis ongkir juga kalau pakau expedisi kura2 ,sampai malas di janjiin terus",barang ok kirim 1bln gratis ongkir pakau expedisi kura2 malas janjiin,22 Jan 2019,2,Lazada,Negative,Harga,No,Elektronik,No
Tiga Bintang,bintang,2019-10-02,3,Lazada,Neutral,Lainnya,No,Elektronik,No
"ini yg kasih komentar sama yg kasih bintang lima temen2nya yg punya toko kali ya , atau orang2 yg beruntung , saya sangat kecewa barang kaga bisa dipake sama sekali ......semoga berkah mas / mba jualan nya ya , aamiin",kasih komentar kasih bintang temen2nya toko orang2 untung kecewa barang kaga dipake moga berkah mas mba jual aamiin,04 Okt 2018,1,Lazada,Negative,Lainnya,Yes,Elektronik,No
"barangnya bagus, build qualitynya bukan kaleng"" 👍",barang bagus build qualitynya kaleng,08 Sep 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
"pengiriman tepat waktu ,trims lazada. packing bagus ok",kirim waktu trims lazada packing bagus ok,15 Okt 2017,5,Lazada,Positive,Lainnya,No,Elektronik,No
"barang rusak di jual. nyessel bgt ,ternyata rusak parah",barang rusak jual nyessel banget rusak parah,31 Mei 2018,1,Lazada,Negative,Lainnya,Yes,Elektronik,No
salah liat. aduhh... edisi salah liat kirain 64gb ternyata 64mb ... nyeseellll bangettttttttttttttt,salah liat aduhh edisi salah liat kirain 64gb 64mb nyeseellll bangettttttttttttttt,30 Nov 2016,1,Lazada,Negative,Lainnya,No,Elektronik,No
Yang lain sudah oke.. Tinggal warnanya yang belum oke.. Yang dikirim banyak warna silver nya padahal minta warna beda2 jangan satu warna saja.. Handdeeehhhh...,oke tinggal warna oke kirim warna silver warna beda2 warna handdeeehhhh,10 Sep 2019,4,Lazada,Positive,Bentuk,No,Elektronik,No
Brgnya ori ada hologram datascrip.puas belanja di disini.,brgnya ori hologram datascrip puas belanja,19 Jul 2019,4,Lazada,Positive,Bentuk,No,Elektronik,No
Bagus barangnya dan diproduksi di dalam negeri. moga awet,bagus barang produksi negeri moga awet,02 Sep 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No
"Excellent!. Pesan Malam, pagi datang, keren! Bener padahal bukan pesan Express, sampai kaget saya. Thanks Lazada",excellent pesan malam pagi bagus bener pesan express kaget terima kasih lazada,26 Jul 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No
Barang sudah terima dalam keadaan baik,barang terima,03 Apr 2016,5,Lazada,Positive,Lainnya,No,Elektronik,No
terima kasih bagus👌,terima kasih bagus,21 Jan 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
Puas. Barangnya sudah sampai cepet banget paginya pesen jam 2 siangnya sudah sampai packingnya juga rapih aman deh,puas barang cepet banget pagi sen siang packingnya rapih aman,03 Sep 2017,4,Lazada,Positive,Lainnya,No,Elektronik,No
tp brgnya lama sampainya...,brgnya sampai,30 Agu 2019,4,Lazada,Positive,Lainnya,No,Elektronik,No
"saya cukup puas dengan produk coocaa skyworth, tapi kurang suka dgn kebijakan lazada yg bikin pembeli kesal, harga naik turun seminggu bisa 2x , kmaren sy simpen di troli dgn pas sy mau bayar harga naik seratus rb, kmaren pas sy nunggu pesanan dtg harga harga baru 2 hari udh turun lagi. hari ini udh naik lagi. kurir ninja ramah & humoris",puas produk coocaa skyworth suka bijak lazada bikin beli kesal harga turun minggu 2x kmaren sy simpen troli pas sy bayar harga ratus rb kmaren pas sy nunggu pesan dtg harga harga turun kurir ninja ramah humoris,10 Jan 2019,5,Lazada,Positive,Harga,No,Elektronik,No
Saya pesan 64gb yg dtng 32gb jualan yg jujur dong 😒😒,pesan 64gb dtng 32gb jual jujur,27 Jun 2019,2,Lazada,Negative,Lainnya,No,Elektronik,No
ok,ok,01 Okt 2017,5,Lazada,Positive,Lainnya,No,Elektronik,No
Murah dan sesuai ekspektasi.,murah sesuai ekspektasi,06 Jan 2019,5,Lazada,Positive,Harga,No,Elektronik,No
"Body ringkih. Barang berfungsi dg baik, tp body nya yg terbuat dr plastik tsb sangat ringkih, dg hanya menarik besi putihnya aja body tsb terurai, utk mengakalinya bs memakai lem biar kuat.",body ringkih barang fungsi body buat dr plastik tsb ringkih tarik besi putih body tsb urai akal bs pakai lem biar kuat,2019-10-02,5,Lazada,Positive,Bentuk,No,Elektronik,No
"penjual ramah,respon cepat,cuma pengiriman nya aja lama tapi gpp ko puas sm barangnya",jual ramah respon cepat kirim gpp ko puas sm barang,10 Sep 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
nyusss,nyusss,02 Sep 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
baru di pake lagunya pada ilang maaf cuma kasih bintang 2 soalnya ngga puas sama barangnya,pake lagu ilang maaf kasih bintang puas barang,17 Jun 2019,2,Lazada,Negative,Lainnya,No,Elektronik,No
mantap,bagus,07 Mei 2019,5,Lazada,Positive,Rasa,No,Elektronik,No
bateray x cepat bngt hbisnya pdhal uda di mode penerbangan juga😞,bateray cepat bngt hbisnya pdhal uda mode terbang,10 Mei 2019,3,Lazada,Neutral,Lainnya,No,Elektronik,No
