Review_Text,Review_Date,Rating_Score,Platform_Source,Sentiment_Label,Review_Aspect,Crisis_Flag,Business_Category,Is_Sarcasm
Parah. Jangan pernah beli disini..parah banget..barang belum sampe udh 2 mi ggu alesan nya gak jelas gangguan dll..,2019-10-02,1,Lazada,Negative,Lainnya,Yes,Elektronik,No
"pengiriman lama pisan, katanya dr kurir, pengirimannya ga pake exspres. hati hati ini tv ga bisa pake USB",19 Mar 2018,1,Lazada,Negative,Lainnya,No,Elektronik,No
puas,19 Nov 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No
puas,19 Nov 2018,4,Lazada,Positive,Lainnya,No,Elektronik,No
mantap,31 Agu 2018,5,Lazada,Positive,Rasa,No,Elektronik,No
mantap,05 Sep 2018,4,Lazada,Positive,Rasa,No,Elektronik,No
yuda. Sangat puas dengan produknya. Terimakasih..,2019-10-02,3,Lazada,Neutral,Lainnya,No,Elektronik,No
"Pelayanan. Memuaskan, produk sesuai deskripsi, packing bagus, dan penerimaan produk cepat untuk saya yg berada di jkt",20 Des 2016,5,Lazada,Positive,Lainnya,No,Elektronik,No
"Kurang puas..,. Kenapa chargernya tidak lengkap....?? G bisa langsung dipakai buat charger..., kita harus nyari dan beli lagi sambungan buat chargernya.., tolong d bantu",22 Nov 2016,3,Lazada,Neutral,Lainnya,No,Elektronik,No
Laptop lenovo. Ini spek ram.nya 2GB atau 4GB,2019-10-02,1,Lazada,Negative,Lainnya,No,Elektronik,No
"FLASHDISK BEKAS WKWKWK :D. GAN SAYA SARANKAN UNTUK LEBIH BERHATI-HATI DALAM MEMBELI, FLASHDISK YANG DIKIRIM KE SAYA ADALAH FLASHDISK REKONDISI (DAUR ULANG BEKAS). JANGAN TERTIPU OLEH HARGA. MAS DOSA MAS BOHONG. DI FLASHDISKNYA ADA TULISAN NAMA ""ARYO"" YANG SENGAJA DIHAPUS TP KURANG BERSIH. FILE YANG DIKIRIM KE FLASHDISK JUGA ERROR. MAKAN DUIT HARAM MAS. KENYANG TP GA BERKAH.",04 Jul 2017,1,Lazada,Negative,Harga,Yes,Elektronik,No
"Sering corrupt. Barang cepat sampainya. Kualitas FD kurang bagus, file yang di copy sering corrupt.",16 Mei 2017,2,Lazada,Negative,Bentuk,No,Elektronik,No
Palsu,16 Jun 2017,1,Lazada,Negative,Lainnya,Yes,Elektronik,No
VERY NICE. VERY GOOD,15 Apr 2017,5,Lazada,Positive,Lainnya,No,Elektronik,No
"barang kw. korup terus klo di copy ke fd,mengecewakan",2019-10-02,1,Lazada,Negative,Lainnya,No,Elektronik,No
"TOP BGT. hardisknya keren, pelindungnya kokoh , udah ada aplikasi transcend elitenya di dalam untuk enkripsi thanks seller and lazada",30 Okt 2017,5,Lazada,Positive,Bentuk,No,Elektronik,No
"Barang sudah mendarat dengan selamat. Sampainya agak lama tapi puas, packing rapi dan pas dateng warnanya biru seneng banget gan hehe. Top deh semoga awet barangnya",02 Okt 2017,4,Lazada,Positive,Bentuk,No,Elektronik,No
"Bagus. Trims Lazada & reseller, , barang sdh saya terima senin siang, penigiriman sesuai dengan yg di informasikan.",09 Mar 2017,5,Lazada,Positive,Lainnya,No,Elektronik,No
bagus. sesuai spek yg saya mau.. jd oke lah,12 Des 2017,5,Lazada,Positive,Lainnya,No,Elektronik,No
Rekomended. barangnya bagus. rapi tidak mengecewakan. akan tetapi bagus kalau ada Bonus pouch nya. hehhe,23 Mar 2017,5,Lazada,Positive,Lainnya,No,Elektronik,No
"barang udah sampe gunn,, masih segell dari pabriknya,, mangstabb,,",11 Jan 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No
barang tlah diterima kondisi baik,11 Jan 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No
mantap,07 Agu 2018,5,Lazada,Positive,Rasa,No,Elektronik,No
mantaaabs barang ok,11 Jan 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No
"Barang sesuai deskripsi,penjual ramah,respon cepat..",31 Mar 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
"Packaging rapi, flashdiksnya ORI, kapasitasnya sesuai dengan detail produk yang dicantumkan dan foto dengan barangnya sesuai + barangnya datang sesuai tepat waktu. Makasih ya.. 😘",30 Okt 2018,5,Lazada,Positive,Bentuk,No,Elektronik,No
"mantap. flashdisknya sudah diterima dengan baik. kapasitas total 58,544,586,752 bytes dengan FAT32. menjadi 62,885,724,160 bytes kalau diformat dengan exFAT. write speed 10MB/s dan read 30 MB/s dengan port USB 2.0, belum dicoba dengan port usb 3.0.",24 Jun 2017,5,Lazada,Positive,Rasa,No,Elektronik,No
"Terima kasih, barang bagus dan respon penjual sgt baik.",07 Sep 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No
"Oke. Barang sudah diterima dgn baik. Packing rapih. Tp isinya cuma 58GB. Selebihnya, oke",23 Des 2016,5,Lazada,Positive,Lainnya,No,Elektronik,No
recommended. pas cocok buat anda semua. bgus. sesuai deskripsi.,08 Mar 2017,5,Lazada,Positive,Lainnya,No,Elektronik,No
PUAS,31 Jul 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No
"ok banget. flashdisk 64gb casing metal, baguss",2019-10-02,5,Lazada,Positive,Rasa,No,Elektronik,No
Sesuai deskripsi,15 Jul 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
"barang dah sampai, makasih",21 Agu 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No
mantap barang gak minus sama sekali,12 Des 2018,5,Lazada,Positive,Rasa,No,Elektronik,No
"pengiriman cepat, packing cukup bagus",11 Nov 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No
Biarkan bintang yang berbicara ... 👌👍,11 Nov 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No
"Barangnya ok, cepat sampai",12 Sep 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No
"Pengirimannya cepat, produk baik",01 Okt 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No
Barang sesuai dengan deskripsi dan berfungsi baik.,26 Sep 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No
"sampai cepat, barang sesuai.",04 Sep 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No
express. dikirim hari berikutnya dan barang mulus,05 Mar 2018,4,Lazada,Positive,Lainnya,No,Elektronik,No
oke,12 Sep 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No
baik,07 Sep 2018,4,Lazada,Positive,Lainnya,No,Elektronik,No
RAM?. ram 8gb atau 4gb?,2019-10-02,2,Lazada,Negative,Lainnya,No,Elektronik,No
"TV LED dengan beragam input!. TV LED dengan pilihan input yang lengkap (HDMI, DV, VGA). Kami beli untuk keperluan kantor yang penggunaannya bisa multi-source. Panasonic satu-satunya merk yang menyediakan fasilitas ini (sepanjang pengetahuan kami). Kualitas gambar juga bagus, dengan bezel tipis yang memberikan kesan ""lega"" ... extra bracket memudahkan pemasangan di dinding. Bravo Panasonic!",20 Okt 2017,5,Lazada,Positive,Bentuk,No,Elektronik,No
Mantap. Cuma butuh waktu 12 jam unit tiba.. thks,22 Jan 2017,5,Lazada,Positive,Rasa,No,Elektronik,No
Kalo mau cicilan gmn caranya?. Mau cicilan gmn caranya6,2019-10-02,1,Lazada,Negative,Lainnya,No,Elektronik,No
Mau nyicil dong.. proses nya susah nggak??. Nyicil dengan cara mudah prosesnya susah nggak,2019-10-02,3,Lazada,Neutral,Lainnya,No,Elektronik,No
Barang mantap sesuai pesanan... Pokonya puas..,2019-10-02,5,Lazada,Positive,Rasa,No,Elektronik,No
"Puas bgt ^_^. Puas bgt pengiriman sesuai jadwal, barang bagus, packing rapih buat maen game enak bgt hihii, murah lagi, tenkyu lazada",08 Des 2016,5,Lazada,Positive,Rasa,No,Elektronik,No
Saran. Saya igin pesan tapi packingnya kalo bisa harus rapih dan aman jadi barang terlindungi. Untuk saat ini bintang 3 nanti kalo barangnya udah diterima dan bagis jadi 5 bintang,2019-10-02,3,Lazada,Neutral,Lainnya,No,Elektronik,No
"Mantap, awet. Sayang warnanya gampang kotor.",09 Des 2016,4,Lazada,Positive,Bentuk,No,Elektronik,No
"Saya kurang yakin produk ini genuine karena hologramnya pun tidak ada dan kartu garansinya pun tidak ada..hanya keterangan saja di dusnya bahwa barang ini Original Resmi Indonesia Bergaransi ..dengan diberi nomor telpon Service Centernya.... Memory yang tersedia ternyata juga tidak sampai 2 TB tetapi 1.81 TB selisih 0.19 TB ...besar banget selisihnya..tidak mungkin juga terpakai untuk sistemnya sampai begitu banyak...tapi tidak begitu masalah... Eksternal hardisk ini bekerja bagus, cepat dan Hadiah hardcase cukup bagus untuk melindungi barang ini dari debu dan benturan. Sayangnya saat di registrasi ke Official Webnya WD ternyata Identification Numbernya tidak dikenal..tidak valid...alias barang ini bukan asli..alias KW.. Seller responsif sayangnya tidak memberitahu asli tidaknya barang ini. Pengiriman terhitung cepat..dalam 2 hari barang sudah di tangan.. Mudah2an saja barang ini awet wslaupun tdk original",25 Sep 2019,3,Lazada,Neutral,Bentuk,No,Elektronik,No
barang bagus peking rapih. gua rekomendasikan banget lah klo barangnya.cma sayang pengiriman lama kaya ampas jne dioper sana sini barang gua ga ga muncul2 harus di komplen dlu cs ny kali baru ngerti. mending buat pengiriman lain deh lbi bgus,10 Des 2018,3,Lazada,Neutral,Lainnya,No,Elektronik,No
"Mantab, speed konsisten, total size asli 1.81gb, pas. Sejauh ini masih normal digunakan. Nice job seller n Lazada 👍🏻",11 Nov 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No
"barang belum terima....pihak lazada bilang sidah diterima. cek di JNE lhoksukon aceh utara barang tidak ada...ada masalah, petigasnya tdk ramah, dan tdk ada solusk. mana yg benar. email ke CS JNE sama CS Lazada tdk ada reapon. bagaimana nasih barang saya harga 1 jt an",11 Nov 2018,1,Lazada,Negative,Harga,No,Elektronik,No
Smuanya mntap..,18 Mei 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
"pengiriman cepat, hr ini kirin lusa udh terima. packing rapi pake bubble jg. kwalitas product oke. Tq.",11 Nov 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No
Saya rekomendasikan beli disini,11 Nov 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No
sudah sampaiii,09 Sep 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No
"warna sesuai pesanan, spek persis, ok dah",10 Des 2018,5,Lazada,Positive,Bentuk,No,Elektronik,No
"thanks, respon cepat Hdd Ext 2TB sampai sesuai pesanan.",12 Des 2018,4,Lazada,Positive,Lainnya,No,Elektronik,No
"Original, Packing rapi.",10 Okt 2018,5,Lazada,Positive,Bentuk,No,Elektronik,No
Barang good condition and delivery ok,16 Sep 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No
mantap,09 Jun 2019,5,Lazada,Positive,Rasa,No,Elektronik,No
barang oke,19 Okt 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No
"Foto produk sesuai dengan asli. Warna birunya bagus. Saya pesan, dan bayar produk ini pada tanggal 21 Oktober 2018, dan produk ini datang pada tanggal 23 Oktober 2018 dalam kondisi baik, dan berfungsi untuk Macbook Pro saya meskipun saya harus format dahulu. Saya mendapat bonus poket untuk external HDD saya ini. Mudah-mudahan produk ini awet. Terima kasih Lazada.",22 Okt 2018,4,Lazada,Positive,Bentuk,No,Elektronik,No
"Packing rapi dan pengiriman tepat waktu. Sejauh ini berfungsi dengan baik, harapannya semoga awet ni barang🙏",19 Mar 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No
"Barangnya bagus, kecil/compaq, dan packing baik",03 Okt 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No
Western Digital WD My Passport New Design 4TB. good Product with reasonable Price,28 Feb 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No
"barang sesuai gambar,harga bersahabat",27 Jun 2018,5,Lazada,Positive,Harga,No,Elektronik,No
"Good lah.... Packing Rapi, kualitas oke, fitur2 persis seperti deskripsi, desain keren... cuma yg kurang puas di segi kecepatan transfer hanya mentok di 9-10 Mb/s",16 Des 2016,5,Lazada,Positive,Bentuk,No,Elektronik,No
"Beda sama yg dikirimin. Gmn nih lazada saya liat iklannya flashdisk tapi yg dikirim koq malah flashdrive,,,,mohon penjelasannya,,barang sdh saya buka.....saya br x ini kecewa",03 Apr 2017,1,Lazada,Negative,Lainnya,Yes,Elektronik,No
"Sipz. Smua yang di ulasan bener smua apa mreka kata, kapasitas terbaca 29.5GB karena terpakai sistem, pengiriman lebih cepat dari extimasi",03 Apr 2017,5,Lazada,Positive,Lainnya,No,Elektronik,No
"Sandisk Flashdisk Cruzer Dial CZ57. barang sdh diterima, pengirimannya cepat, data yg terbaca 29.1GB (iya karena space 32GB tdk terbaca 32GB full) terima kasih atas fast responnya, n barangnya ori.",10 Mar 2017,5,Lazada,Positive,Bentuk,No,Elektronik,No
"Pengiriman cepet , tapi tranfer failnya lemot",06 Jul 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No
flashdisknya bagus tapi jatoh sama teman akhirnya rusak untuk mengeluarkan nya,04 Mar 2017,4,Lazada,Positive,Lainnya,No,Elektronik,No
"Puas. Cepet sampai, barang asli, bagus lah. Thanks LAZADA",07 Mar 2017,5,Lazada,Positive,Lainnya,No,Elektronik,No
MANTABB. BARANG CEPAT CUMA 2 HARI GARANSI RESMI MANTABB,20 Mar 2017,5,Lazada,Positive,Lainnya,No,Elektronik,No
"Mantab. Cepet sampai 1 hari udah sampai,, barang bagus gk cepet panas walau di pake lama,, pokoknya mantab",06 Apr 2017,4,Lazada,Positive,Lainnya,No,Elektronik,No
Bagus. Bagus. Packing rapi. Modelnya aku suka. Thanks lazada!,26 Mar 2017,5,Lazada,Positive,Bentuk,No,Elektronik,No
"Good. Barang bagus, pertahankan",21 Mar 2017,5,Lazada,Positive,Lainnya,No,Elektronik,No
