Review_Text,Review_Text_Processed,Review_Date,Rating_Score,Platform_Source,Sentiment_Label,Review_Aspect,Crisis_Flag,Business_Category,Is_Sarcasm
makasih seller semoga jadi pelajaran lagi buat saya untuk pilih kurir udh 2x milih kuriri anteraja malah gini yang seharusnya hari aja barang diterima skrng nyampe hari gokil anteraja kapok thanks seller,kasih jual moga ajar pilih kurir milih kurir anteraja gin aja terima skrng gokil anteraja kapok kasih jual,unknown,2,Multi-platform,Negative,Lainnya,No,Perabotan,No
suaranya mantap garansi terjamin bahannya kokoh desain elegan kualitas boleh diadu,suara bagus garansi jamin bahan kokoh desain elegan kualitas adu,unknown,5,Multi-platform,Positive,Bentuk,No,Fashion,No
pegiriman cepat dan packing aman tiba di tujuan,pegiriman cepat packing aman tuju,unknown,5,Multi-platform,Positive,Lainnya,No,Elektronik,No
mantap bagus banget ibuku suka benerbener sesuai ekspektasi untuk suaranya,bagus bagus banget ibu suka benerbener sesuai ekspektasi suara,unknown,3,Multi-platform,Neutral,Rasa,No,Fashion,No
hpnya udah mau satu minggu di rumah aman2 aja si bekerja baik sesuai fungsinya chargerannya juga bagus dapet case kartu dll tapi packingnya biasa banget cuma di bubble ga terlalu tebel kardusnya sampe penyok2 saran packingnya lebih di perhatiin karna ini kan shopeemall ya,hpnya rumah aman aja si sesuai fungsi chargerannya bagus dapet case kartu dll packingnya banget bubble tebel kardus sampe penyok saran packingnya perhatiin shopeemall,unknown,2,Multi-platform,Negative,Bentuk,Yes,Elektronik,No
otg berfungsi dengan baik mantap pokonya,otg fungsi bagus poko,unknown,5,Multi-platform,Positive,Rasa,No,Lainnya,No
produk baik cuma berembun lainnya ok terimakasih,embun ok terimakasih,unknown,2,Multi-platform,Negative,Lainnya,No,Lainnya,No
fitur terbaik jernih sepadan dengan harga lumayan pengiriman lama bgttttttttttttttt smnggu baru sampe,fitur baik jernih padan harga lumayan kirim bgttttttttttttttt smnggu sampe,unknown,3,Multi-platform,Neutral,Harga,No,Lainnya,No
kemasan rapi tapi sparepartnya kurang dan tidak bisa nyala,kemas rapi sparepartnya nyala,unknown,2,Multi-platform,Negative,Bentuk,No,Lainnya,No
kualitas b aja jauhhhh dari ekpektasi kirain beli merk ini biar bagusan dikit dr punya saya yg lama atlas ehhh setelah pemakaian 2x hancur sudah ga bisa di pake alias macet dan miring buat nggiling akhirnya hrs manual pake rolling,kualitas aja jauhhhh ekpektasi kirain merk biar bagus dikit dr atlas ehhh pakai hancur pakai alias macet miring nggiling hrs manual pakai rolling,unknown,2,Multi-platform,Negative,Bentuk,Yes,Elektronik,No
sangat sangat tidak puas bisa2nya barang di kemas selama seminggu gak ada perubahan ajukan pembatalan di tolak pesanan orang sampe yang pesan udah batalin jangan beli di sini lagi ah penjual gak gercep,puas kemas minggu ubah aju batal tolak pesan sampe batalin ah jual gercep,unknown,2,Multi-platform,Negative,Bentuk,Yes,Lainnya,No
fitur terbaik warna natural bersih sepadan dengan harga jt pengiriman cepat kualitas barang baik packing aman pelayanan cukup baik harga bersaing dengan produk lain,fitur baik warna natural bersih padan harga jt kirim cepat kualitas packing aman layan harga saing,unknown,3,Multi-platform,Neutral,Bentuk,No,Elektronik,No
barang sesuai deskripsi ori pastinya n garansi panjang resolusi gambar tajam kualitas suaranya bagus desain elegan ada banyak fiturnya ringan tapi kokoh desain ramping,sesuai original pasti garansi resolusi tajam kualitas suara bagus desain elegan fiturnya ringan kokoh desain ramping,unknown,5,Multi-platform,Positive,Bentuk,No,Elektronik,No
desain elegan kualitas suaranya bagus ringan tapi kokoh packaging rapi,desain elegan kualitas suara bagus ringan kokoh kemas rapi,unknown,5,Multi-platform,Positive,Bentuk,No,Elektronik,No
barang oke banget bagus pengiriman juga cepat banget top lah penjual ini,ok banget bagus kirim cepat banget bagus jual,unknown,5,Multi-platform,Positive,Bentuk,No,Lainnya,No
barang bagus nggak cacat tapi harus sabar aja pas pengiriman nya trus knapa ya katanya cicilan tapi nyatanya malah ada bunga hadeuuhh,bagus cacat sabar aja pas kirim trus knapa cicil bunga hadeuuhh,unknown,2,Multi-platform,Negative,Bentuk,Yes,Elektronik,No
fitur terbaik cakep putih,fitur baik cakep putih,unknown,5,Multi-platform,Positive,Lainnya,No,Lainnya,No
pengiriman super cepat anak sy suka dgn hp baru nya mudah mudahan awet,kirim super cepat anak sy suka hp mudah mudah awet,unknown,5,Multi-platform,Positive,Bentuk,No,Elektronik,No
hanya channel mudah2an besok atau minggu depan nambah ya,channel mudah an nambah,unknown,2,Multi-platform,Negative,Lainnya,No,Lainnya,No
barang bagus enak ditangan feel buttonnya nyaman smooth build quality ok respon penjual sangat baik melayani setiap keluhan karena sempat bermasalah dipengiriman yg tidak dipickup2 oleh jasa pengiriman same day terima kasih,bagus enak tang feel buttonnya nyaman smooth build quality ok respons jual layan keluh masalah kirim dipickup jasa kirim same day kasih,unknown,5,Multi-platform,Positive,Bentuk,No,F&B,No
kalau ada nol bintang ku kasih nol bintang produk di kirim gak nyala alias sampah di chat retur ok sama seller namun pengajuan balik dana rp sama seller emangnya ini jaman batu rupiah buat apa sangat sangat tidak recomend seller lihat postingan ku dibuat main main sama seller retur rupiah,nol bintang ku kasih nol bintang nyala alias sampah chat return ok jual aju dana rp jual emang jaman batu rupiah recomend jual postingan ku main main jual return rupiah,unknown,2,Multi-platform,Negative,Harga,Yes,Elektronik,No
agak kcwa sih pesen yg item datang nya yg putih blakang nya truss blakang nya itu lecet gitu,kcwa sen putih blakang truss blakang lecet gitu,unknown,2,Multi-platform,Negative,Lainnya,Yes,Lainnya,No
barang nya bagus dan sesuai tpi lampunya gk nyala,bagus sesuai lampu nyala,unknown,2,Multi-platform,Negative,Bentuk,No,Elektronik,No
penjual buaik komunikatif dan solutif,jual buaik komunikatif solutif,unknown,5,Multi-platform,Positive,Bentuk,No,Lainnya,No
barang mantap cuma agak lama di kurir mungkin karena weekend yaa,bagus kurir weekend yaa,unknown,3,Multi-platform,Neutral,Rasa,No,Lainnya,No
kualitas produk sangat baik produk original harga produk sangat baik kecepatan pengiriman sangat baik respon penjual sangat baik terimakasih seller,kualitas original harga cepat kirim respons jual terimakasih jual,unknown,5,Multi-platform,Positive,Bentuk,No,Fashion,No
udah langganan sebulan sekali pesen,langgan bulan sen,unknown,5,Multi-platform,Positive,Lainnya,No,Lainnya,No
barang ada penyok di beberapa bagian tapi ga begitu parah gw ga tau ini dari sellernya udh penyok atau pas proses pengirimannya keamanan hanya bubble wrap sedikit yang jd kemungkinan penyebab penyok cat di dalamnya seperti doff bukan mengkilap gw ga tau yg bagus yang mana pokonya gw review aja dan seller respon chat cepat cukup lah ya,penyok buruk tau sellernya penyok pas proses kirim aman bubble wrap jd sebab penyok cat dalam doff kilap tau bagus poko review aja jual respons chat cepat,unknown,3,Multi-platform,Neutral,Bentuk,No,Elektronik,No
barang produk bagus cuma ngirimnya asal tanpa pelindung,bagus ngirimnya lindung,unknown,2,Multi-platform,Negative,Bentuk,No,Perabotan,No
seller aktif worth it untuk harga segitu packingnya kurang sih karena emang gue minta kirim instan,jual aktif sesuai nilai it harga segitu packingnya instan,unknown,2,Multi-platform,Negative,Harga,No,Elektronik,Yes
harga produk baik kecepatan pengiriman sangat baik kualitas baik,harga cepat kirim kualitas,unknown,5,Multi-platform,Positive,Harga,No,Fashion,No
sesuai pesanan ukuran simpel mudah d bw kmna mna brng ringan dn berfungsi dgn baik smoga awet mksh toko lazada smoga toko ny laris manis,sesuai pesan ukur simpel mudah bw kmna mna brng ringan dn fungsi smoga awet makasih smoga ny laris manis,unknown,5,Multi-platform,Positive,Bentuk,No,Perabotan,No
barangnya pecah pengirimannya juga lama packingannya ga aman ga dipakein buble trus ga dikasih tanda awas barang pecah lagi udah tau barang pecah belah gini komplain disuruh di retur males bgt ngurusinnya ribet jd ya sutralah bukan rezeki kali ya,pecah kirim packingannya aman dipakein buble trus kasih tanda awas pecah tau pecah belah gin komplain suruh return males banget ngurusinnya ribet jd sutra rezeki,unknown,2,Multi-platform,Negative,Lainnya,Yes,Elektronik,No
packaging amann pengiriman aman sampai bali sama persisss dan dinginnya bisa diatur rekomended,kemas amann kirim aman bal persisss dingin atur rekomended,unknown,5,Multi-platform,Positive,Bentuk,No,Elektronik,No
sesuai pesanan tanpa lecetttttt,sesuai pesan lecetttttt,unknown,5,Multi-platform,Positive,Lainnya,No,Lainnya,No
pembelian pertama masker dibungkus ke plastik kecil ekslusif sehingga efisien dibawa bawa pembelian kedua tidak ada plastik kecil semua digabung ke plastik besar,beli masker bungkus plastik kecil ekslusif efisien bawa bawa beli plastik kecil gabung plastik besar,unknown,2,Multi-platform,Negative,Bentuk,No,Kesehatan,No
pelayanan sangat tidak baik tak ada satupun chat di respon pengiriman sangat buruk tdk sesuai prosedur pengiriman kulkas posisi kulkas tidur hrs nya berdiri kapok sy beli polytron,layan satu chat respons kirim buruk sesuai prosedur kirim kulkas posisi kulkas tidur hrs diri kapok sy polytron,unknown,2,Multi-platform,Negative,Lainnya,Yes,Elektronik,No
kualitasnya gak main bener bagus pengemasan juga rapi aman,kualitas main bener bagus emas rapi aman,unknown,5,Multi-platform,Positive,Bentuk,No,Fashion,No
saya mau mengajukan paylater kok susah msu foto ktp nya gak bisa,aju paylater susah msu ktp,unknown,2,Multi-platform,Negative,Lainnya,No,Elektronik,No
thank ya aku sukak banget ama blendernya pokoknya mantul dechhh,thank sukak banget ama blender pokok mantul dechhh,unknown,5,Multi-platform,Positive,Lainnya,No,Elektronik,No
alhamdulillah paket sampai dengan selamat tanpa cacat sedikitpun semoga awet cuma kendalanya di pengirimannya yg lama dan kurirnya tidak ramah malah marah pdhl udah dikasih shareloc yg bener but overall produknya aman makasih,alhamdulillah selamat cacat sedikit moga awet kendala kirim kurir ramah marah pdhl kasih shareloc bener but overall produk aman kasih,unknown,2,Multi-platform,Negative,Bentuk,Yes,Elektronik,No
respon chat penjual lambat barang ok,respons chat jual lambat ok,unknown,2,Multi-platform,Negative,Lainnya,No,Lainnya,No
alhamdulillah barang sudah sampai dengan selamat tidak ada yang cacat atau penyok sesuai etalase dan diskripsi asli merk maspion sni toko amanah seller ramah kurirnya baru semoga toko sukses,alhamdulillah selamat cacat penyok sesuai etalase skripsi original merk maspion sni amanah jual ramah kurir moga sukses,unknown,5,Multi-platform,Positive,Lainnya,No,Elektronik,No
paket sudah diterima dan mendarat dgn baik sudah di test nyala dan suaranya cukup mengelegar cuma sayang adminnya tidak pernah balas chat dan yg jawab cuma jawaban otomatis doank seharusnya sekelas official store harus lebih komunikatif jadi saya kasih bintang aje deh semoga awet tvnya,terima darat test nyala suara legar sayang adminnya balas chat otomatis doank kelas official store komunikatif kasih bintang aje moga awet tvnya,unknown,3,Multi-platform,Neutral,Bentuk,No,Elektronik,No
sampai dengan super mulus cepat wuzzz barang sangat memuaskan resolusi gambar tajam ada banyak fiturnya desain elegan desain ramping ringan tapi kokoh kualitas suaranya bagus waooo,super mulus cepat wuzzz puas resolusi tajam fiturnya desain elegan desain ramping ringan kokoh kualitas suara bagus waooo,unknown,5,Multi-platform,Positive,Bentuk,No,Elektronik,No
ternyata kecil over all bagus pelayanan sangat memuaskan kirim cepat terimakasih banyak,kecil over all bagus layan puas cepat terimakasih,unknown,5,Multi-platform,Positive,Bentuk,No,Perabotan,No
alhamdulilah produk smpe dgn aman produk baik toko baik tks,alhamdulilah smpe aman tks,unknown,5,Multi-platform,Positive,Lainnya,No,Lainnya,No
kenapa harus pakai antena tambahan dan juga logistiknya tidak bs di lacak,pakai antena tambah logistik lacak,unknown,2,Multi-platform,Negative,Bentuk,No,Elektronik,No
berfungsi normal tp yo sesuai hrga angine luih kenceng karo seri sijine,fungsi normal sesuai hrga angine luih kenceng karo seri sijine,unknown,5,Multi-platform,Positive,Lainnya,No,Lainnya,No
kok gak ada baterai remot nya ya,baterai remot,unknown,2,Multi-platform,Negative,Lainnya,No,Elektronik,No
resolusi gambar tajam ringan tapi kokoh penjualnya ramah banget desain ramping kualitas suaranya bagus packaging rapi,resolusi tajam ringan kokoh jual ramah banget desain ramping kualitas suara bagus kemas rapi,unknown,5,Multi-platform,Positive,Bentuk,No,Elektronik,No
packing rapih pengiriman cepat barang oke gk ada yg cacat sesuai deskripsi belum dicoba smoga pas d coba oke jg thanks,packing rapih kirim cepat ok cacat sesuai coba smoga pas coba ok kasih,unknown,5,Multi-platform,Positive,Bentuk,No,Elektronik,No
ayoooo jangan ragu belanja di toko ini barangnya dijamin ori packing aman pengiriman cepat mksh yaa,ayoooo ragu belanja jamin original packing aman kirim cepat makasih yaa,unknown,5,Multi-platform,Positive,Bentuk,No,Elektronik,No
pengiriman cepat barang sudah dicek oke berfungsi baik rgb nya juga berfungsi baik harga bersaing thanks seller,kirim cepat cek ok fungsi rgb fungsi harga saing kasih jual,unknown,5,Multi-platform,Positive,Harga,No,Lainnya,No
barang bagus gampang dirakit anginnya kenceng disetel no jg udh kenceng,bagus gampang rakit angin kenceng setel no kenceng,unknown,5,Multi-platform,Positive,Bentuk,No,Perabotan,No
barangnya yg baru tiba saya kirain besar ternyata kcl sekali mhl banget sama golok nya jg kcl gmn nih lzdaa,kirain besar kcl mhl banget golok kcl gimana lzdaa,unknown,2,Multi-platform,Negative,Bentuk,No,Lainnya,No
kecewa si tertarink karena lampu rgb nya tp pas dateng lampu rgx nya gak nyala saran saya kalau mau di kirim coba dulu barang nya pastikan dulu barang nya bgs biar konsumen gak kecewa,kecewa si tertarink lampu rgb pas dateng lampu rgx nyala saran coba pasti bgs biar konsumen kecewa,unknown,2,Multi-platform,Negative,Bentuk,Yes,Elektronik,No
harga lumayan pengiriman cepat kualitas bagus barang oke sesuai harga yg sedikit lebih mahal drpd yg lain,harga lumayan kirim cepat kualitas bagus ok sesuai harga mahal drpd,unknown,3,Multi-platform,Neutral,Harga,No,Fashion,No
barang udah sampai pas di coba lampu setrika gak nyala dan setrika gak panas mati total kecewa not recomended,pas coba lampu setrika nyala setrika panas mati total kecewa not recomended,unknown,2,Multi-platform,Negative,Bentuk,Yes,Elektronik,No
tidak sesuai dengan deskripsi,sesuai,unknown,2,Multi-platform,Negative,Lainnya,Yes,Lainnya,No
barang bagus harga juga bagus recomended seller,bagus harga bagus recomended jual,unknown,5,Multi-platform,Positive,Harga,No,Lainnya,No
freezer tidak dingin tidak dapat mencetak es batu padahal sudah didiamkan saharian ga beku juga,freezer dingin cetak es batu diam saharian beku,unknown,2,Multi-platform,Negative,Lainnya,No,Lainnya,No
kulkas ny bagus mantap cuman pengiriman ny doaang sampe hari tapi gpp melatih kesabaran terimakasih polytron,kulkas ny bagus bagus cuman kirim ny doaang sampe gpp latih sabar terimakasih polytron,unknown,5,Multi-platform,Positive,Rasa,No,Elektronik,No
baguss trimsssss seller adek sy suka katanya buat main game,bagus trimsssss jual adek sy suka main game,unknown,5,Multi-platform,Positive,Bentuk,No,Lainnya,No
kulkasnya bagus aplagi dapet diskon hehe cuma pengirimannya agak lama 5hari adminnya dichat alhamdulillah responnya cepet sempet deg degan sih soalnya agak lama hehe tp bagus bgt kulkasnya dan udh inverter semoga awet kulkasnya,kulkas bagus aplagi dapet diskon kirim adminnya dichat alhamdulillah responnya cepet sempet deg degan bagus banget kulkas inverter moga awet kulkas,unknown,5,Multi-platform,Positive,Bentuk,No,Elektronik,No
kasih bintang ya baru pertama kali beli elektronik di online ternyata dpt pengalaman yg kurang baik barang dtg dengan kondisi scr fisik sih baik aja tpi pas di coba mesennya ada yg rusak cs juga susah dihubungin saya sampe chat ke beberapa sosmed dri polytron responnya lama smpe akhirnya di respon melalui dm ig pengen dtg ke tmpt lngsung tpi jauh dri rumah salah bgt deh pkknya beli online masa barang baru nyampe lngsung kena service hmm gpp yg penting udh bener cuma lain kali sblm ngirim barangnya di crosscheck lagi apa yg kurang apa yg salah jgn smpe kasih kesan buruk ke pelanggan cukup saya aja thx,kasih bintang elektronik online alam dtg kondisi scr fisik aja pas coba mesennya rusak cs susah dihubungin sampe chat sosmed dri polytron responnya smpe respons dm ig ken dtg tmpt lngsung dri rumah salah banget pkknya online lngsung service hmm gpp bener sblm ngirim crosscheck salah jgn smpe kasih kesan buruk langgan aja kasih,unknown,3,Multi-platform,Neutral,Bentuk,No,Elektronik,No
barangnya sih bagus remot idah dikasih batre yg bagus juga cuma kurang puas di pengiriman aja sama2 tangerang tapi hari baru nyampe saran aja klo barang2 kecil seperti ini kasih opsi pengiriman lainnya spt gosend atau grab percuma gratis ongkir kurir toko tapi lama karena overload klo barang2 yg gede macem kulakas ac boleh dah kurir toko aj terima kasih,bagus remot idah kasih baterai bagus puas kirim aja tangerang saran aja kecil kasih opsi kirim spt gosend grab gratis ongkos kurir overload gede macem kulakas ac dah kurir aj kasih,unknown,2,Multi-platform,Negative,Harga,No,Elektronik,No
barang sesuai pesanan pelapak kurang respon saja,sesuai pesan lapak respons,unknown,2,Multi-platform,Negative,Lainnya,No,Perabotan,No
barangnya bagus gk ada yg rusak pengemasannya sangat rapih pengirimannya pun cpt psn kmarin skarang smpe pokoknyw jgn ragu belanja di toko ini top markotop deh,bagus rusak emas rapih kirim cepat psn kmarin skarang smpe pokoknyw jgn ragu belanja bagus markotop,unknown,5,Multi-platform,Positive,Bentuk,No,Lainnya,No
barang dah sampai hanya saja pengemasan lama mungkin karna ppkm sminggu lebih baru sampai paking aman hanya saja gak pakai bubble wrap alhamdulillah g ad yg pecah brg berfungsi dengan baik alhamdulillah mksh seller,dah emas ppkm sminggu paking aman pakai bubble wrap alhamdulillah ad pecah fungsi alhamdulillah makasih jual,unknown,3,Multi-platform,Neutral,Lainnya,No,Lainnya,No
paket sampe dengan selamat tidak ada lecet sedikit pun mantab,sampe selamat lecet mantab,unknown,5,Multi-platform,Positive,Lainnya,No,Lainnya,No
respon chat kurang cepat kirim agak lama di perbaiki lgi tpi barang ori,respons chat cepat baik lgi original,unknown,2,Multi-platform,Negative,Bentuk,No,Elektronik,No
pengirimannya lambat tapi packing baik dan rapi dan lengkap namun warna tidak sesuai pesanan tapi tidak apa2 yang penting berfungsi semoga awet,kirim lambat packing rapi lengkap warna sesuai pesan fungsi moga awet,unknown,2,Multi-platform,Negative,Bentuk,Yes,Elektronik,No
sudah datang dengan selamat tapi ada yang patah sedikit baling nya tapi gk pph terima kasih,selamat patah baling pph kasih,unknown,2,Multi-platform,Negative,Lainnya,No,Lainnya,No
lumayan lah walaupun ngak terlalu responsif sesuai dengan harga,lumayan ngak responsif sesuai harga,unknown,3,Multi-platform,Neutral,Harga,No,Lainnya,No
kalau ukuran sesuai cuma kurang teliti bawak barang penyok,ukur sesuai teliti bawak penyok,unknown,2,Multi-platform,Negative,Bentuk,Yes,Fashion,No
sesuai pesanan bagus cepat sampai terjangkau terima kasih,sesuai pesan bagus cepat jangkau kasih,unknown,5,Multi-platform,Positive,Harga,No,Lainnya,No
pas dicoba tidak hidup mohon direturn pesanan saya baru dicoba,pas coba hidup direturn pesan coba,unknown,3,Multi-platform,Neutral,Bentuk,No,Lainnya,No
agk kena lcd nya,agk lcd,unknown,2,Multi-platform,Negative,Lainnya,No,Lainnya,No
barang oke sesuai dengan pesanan,ok sesuai pesan,unknown,5,Multi-platform,Positive,Lainnya,No,Lainnya,No
barang original n berfungsi dgn baik pengiriman lamaaaaaaa sekali,original fungsi kirim lamaaaaaaa,unknown,2,Multi-platform,Negative,Bentuk,No,Lainnya,No
cepat mantapp tp sedih ga dpet bonus hehe gapapa,cepat mantapp sedih dpet bonus gapapa,unknown,2,Multi-platform,Negative,Rasa,No,Lainnya,Yes
pengemasan yang ini gangangnya patah tolong dikemasyang lebih teliti lg biar barang ga ada yang rusak,emas gangangnya patah tolong dikemasyang teliti lg biar rusak,unknown,2,Multi-platform,Negative,Lainnya,Yes,Elektronik,No
barang sesuai deskripsi pengiriman cepat hanya beda warna pesan biru tua yang di kirim warna hitam,sesuai kirim cepat beda warna biru tua warna hitam,unknown,2,Multi-platform,Negative,Bentuk,No,Lainnya,No
recommended jngan hanya liat dong beli gak nyesel pkoknya,rekomendasi jngan liat sesal pkoknya,unknown,5,Multi-platform,Positive,Lainnya,No,Lainnya,No
garansi terjamin nggak cepat berbau gampang dipakai ringan tapi kokoh gampang dibersihkan,garansi jamin cepat bau gampang pakai ringan kokoh gampang bersih,unknown,5,Multi-platform,Positive,Bentuk,No,Lainnya,No
