Review_Text,Review_Text_Processed,Review_Date,Rating_Score,Platform_Source,Sentiment_Label,Review_Aspect,Crisis_Flag,Business_Category,Is_Sarcasm
Sangat Amat senang,senang,2026-05-08T11:39:07.900Z,5,Google Maps,Positive,Lainnya,No,F&B,No
Fast serving. Fair portion. Slightly high price,fast serving fair portion slightly high price,2026-05-07T14:34:54.897Z,5,Google Maps,Positive,Lainnya,No,F&B,No
Makanan Enak dan Suasana Nyaman dan Bersih,makan enak suasana nyaman bersih,2026-05-07T12:57:42.479Z,5,Google Maps,Positive,Rasa,No,F&B,No
"Good food, ambience is also good. Children can play in the Saung",good ambience also good children can play in saung,2026-05-04T03:24:23.233Z,5,Google Maps,Positive,Lainnya,No,F&B,No
"Tempat bagus,makanan enak,pelayanan bagus banget,,,cocok untuk makan bersama keluarga",bagus makan enak layan bagus banget cocok makan keluarga,2026-05-03T12:51:09.895Z,5,Google Maps,Positive,Rasa,No,F&B,No
"Tempat,makanan,pelayanan sdh ok semua,,,recommended",makan layan ok recommended,2026-05-03T12:48:19.320Z,5,Google Maps,Positive,Lainnya,No,F&B,No
Nyaman buat kongkow kongkow..terutama buat Kawula muda....hehe..,nyaman kongkow kongkow kawula muda,2026-05-03T09:27:11.466Z,5,Google Maps,Positive,Bentuk,No,F&B,No
Coming for my cousin's wedding. It's wonderful,coming for my cousin wedding it wonderful,2026-05-02T08:53:14.159Z,5,Google Maps,Positive,Lainnya,No,F&B,No
"Makanannya lezat sesuai selera , suasana nyaman dan damai , hijau , ada kolam ikan besar seperti di pedesaan",makan lezat sesuai selera suasana nyaman damai hijau kolam ikan desa,2026-05-01T09:15:52.700Z,5,Google Maps,Positive,Rasa,No,F&B,No
"Good service, highly recomended",good highly recomended,2026-04-29T06:56:02.034Z,5,Google Maps,Positive,Lainnya,No,F&B,No
Warung makan elit tengah kota,warung makan elit tengah kota,2026-04-29T06:14:18.748Z,4,Google Maps,Positive,Lainnya,No,F&B,No
Makan bareng ber 25 bareng temen kantor...,makan bareng ber bareng temen kantor,2026-04-29T04:55:06.512Z,4,Google Maps,Positive,Lainnya,No,F&B,No
"Satu-satunya restoran di tengah Jakarta yang bisa bikin lo lupa lagi di Jakarta. Danau koi, saung kayu, suara burung, udara segar — semuanya di dalam satu properti di tengah keramaian Menteng. Makanannya juga tidak mengecewakan: gurame goreng crispy, udang bakar, dan berbagai masakan Indonesia yang segar. Ada saung privat yang bisa dipesan dengan minimum spend. Staf ramah dan responsif. Satu catatan: beberapa menu kadang sudah habis lebih awal, jadi idealnya reservasi dan pesan menu favorit di awal.",satu restoran tengah jakarta bikin lo lupa jakarta danau koi saung kayu suara burung udara segar properti tengah ramai menteng makan kecewa gurame goreng crispy udang bakar masakan indonesia segar saung privat pes minimum spend staf ramah responsif catat menu kadang habis ideal reservasi pesan menu favorit,2026-04-29T03:54:20.448Z,5,Google Maps,Positive,Rasa,No,F&B,No
View area saung dan car Park seperti di pedesaan,view area saung car park desa,2026-04-26T14:17:53.885Z,5,Google Maps,Positive,Lainnya,No,F&B,No
"Saya ke sini bersama keluarga, reservasi di saung. Tempatnya nyaman, adem, tertutup kaca tapi bisa dibuka mengarah ke air yang banyak ikannya. Seru bisa sambil kasih makan ikan koi. Pelayanannya ramah, gercep banget. Makanannya enak, recommended ikan bawal asam pedas, seger banget asemnya berasa, ikannya gurih. Minumannya es jeruk kelapa nih yang kurang berasa jeruknya, deh.",keluarga reservasi saung tempat nyaman adem tutup kaca buka arah air ikan seru kasih makan ikan koi layan ramah gercep banget makan enak recommended ikan bawal asam pedas seger banget asemnya asa ikan gurih minum es jeruk kelapa asa jeruk,2026-04-26T07:25:15.039Z,4,Google Maps,Positive,Rasa,No,F&B,No
"Overall oke dari pelayanan, makanan, fasilitasnya. Rekomen",overall oke layan makan fasilitas recommended,2026-04-26T06:04:35.524Z,5,Google Maps,Positive,Lainnya,No,F&B,No
Makanan enak..cepat.bersih,makan enak cepat bersih,2026-04-25T13:16:27.030Z,5,Google Maps,Positive,Rasa,No,F&B,No
Freindly,freindly,2026-04-25T08:14:10.530Z,5,Google Maps,Positive,Lainnya,No,F&B,No
"Pelayanan oke, bersih dan nyaman",layan oke bersih nyaman,2026-04-25T07:30:51.911Z,5,Google Maps,Positive,Bentuk,No,F&B,No
Pelayanan dan makanan nya okay banget,layan makan okay banget,2026-04-24T13:18:50.664Z,5,Google Maps,Positive,Lainnya,No,F&B,No
"Pelayanan sangat bagus ,makana juga semua enak,,dan nama pelayan ny adih suhendra sangat profesional dalam bekerja",layan bagus makana enak nama layan ny adih suhendra profesional,2026-04-23T05:39:03.703Z,5,Google Maps,Positive,Rasa,No,F&B,No
Makanan dan minuman memuaskan. Pelayanan memuaskan.,makan minum muas layan muas,2026-04-22T13:36:05.460Z,5,Google Maps,Positive,Lainnya,No,F&B,No
"Tempatnya mewah, makananya enak enak, terimakasih terimakasih 🙏🏻✨",tempat mewah makananya enak enak terimakasih terimakasih,2026-04-21T15:55:45.312Z,5,Google Maps,Positive,Rasa,No,F&B,No
The all over experience was pleasant. I really enjoyed the fish i ordered. The aroma of smoke and fire combined with the herbs was delicious. Also the butterfly pea drink was well presented and tasty. The ambient is spacious and beautiful. I think with a group or for a nice occasion definitely a good fit. There were a few things that I found lacking though. The food like the mie goreng were a bit bland. You find nice mie goreng at a normal warung and pay only half the price. In a restaurant I expected a bit more. My main issue was that our food was served with huge delays. My fish was almost gone when my partners mie goreng arrived and the side I had ordered with the fish came even later. When paying a price like that I expect more.,all over experience was pleasant really enjoyed fish ordered aroma of smoke fire combined with herbs was delicious also butterfly pea drink was well presented tasty ambient spacious beautiful think with group or for nice occasion definitely good fit there were few things that found lacking though like mie goreng were bit bland you find nice mie goreng at normal warung pay only half price in restaurant expected bit more my main issue was that our was served with huge delays my fish was almost gone when my partners mie goreng arrived side had ordered with fish came even later when paying price like that expect more,2026-04-21T15:45:30.985Z,4,Google Maps,Positive,Rasa,No,F&B,No
Outentic Indonesian food in Jakarta,outentic indonesian in jakarta,2026-04-19T21:08:20.145Z,5,Google Maps,Positive,Lainnya,No,F&B,No
"Makanan nya enak, tapi pelayanan nya kurang memuaskan, menggerutu terus pelayannya",makan enak layan muas gerutu layan,2026-04-19T11:39:33.688Z,3,Google Maps,Neutral,Rasa,No,F&B,No
Pelayan atas nama fajri best banget pelayanannya,layan nama fajri best banget layan,2026-04-19T11:27:45.751Z,5,Google Maps,Positive,Lainnya,No,F&B,No
"Suasana bikin nyaman ada perahu dan playground cocok untuk ank""",suasana bikin nyaman perahu playground cocok ank,2026-04-19T08:06:56.804Z,5,Google Maps,Positive,Bentuk,No,F&B,No
"Makanan nya enak, nuansanya adem meskipun siang hari, dan kecepatan service nya luar biasa",makan enak nuansa adem siang cepat,2026-04-19T07:35:20.620Z,5,Google Maps,Positive,Rasa,No,F&B,No
"Very clean and spacy place, suitable for a family dining or gathering. The atmosphere was great and really felt like we're not in Jakarta at the moment. The food was quickly served and tasted fresh! The Gurame Gulai Tasik is buttery, and the bakwan jagung was so crispy! The beverages are also to be looked for! Especially those with the coconut are so good.",very clean spacy suitable for family ning or gathering atmosphere was great really felt like we re not in jakarta at moment was quickly served tasted fresh gurame gulai tasik buttery bakwan jagung was so crispy beverages also to be looked for especially those with coconut so good,2026-04-19T04:36:04.518Z,5,Google Maps,Positive,Rasa,No,F&B,No
"Thx mas Adih Suhendar keramahan & info2nya,sori mknn udh hbs g smpt foto",terima kasih mas adih suhendar ramah info2nya sori mknn hbs smpt foto,2026-04-18T15:39:21.160Z,5,Google Maps,Positive,Bentuk,No,F&B,No
Keren,bagus,2026-04-18T13:20:04.167Z,5,Google Maps,Positive,Lainnya,No,F&B,No
Bagus cocok untuk kumpul keluarga,bagus cocok kumpul keluarga,2026-04-18T11:23:15.979Z,4,Google Maps,Positive,Lainnya,No,F&B,No
"Kalau ga lagi peak hours bisa datang langsung, tapi kalau mau aman bisa reservasi aja. Untuk makanan sebenernya ga yg terlalu gmn2 krn kayak ga panas fresh jg pas disajikan cm yaudahlah lama lg kalo mau request. Ambil tempat di saung ada belnya cm agak krg responsif kayaknya jd cek2 stafnya aja. Untungnya ga rame jd aman. Restonya makanan sunda lah, lumayan harganya tp emang cocok buat sharing cm porsinya ya ga terlalu banyak sebenernya. Plusnya di tempatnya nyaman dan luas.",peak hours aman reservasi makan sebenernya gmn2 kayak panas fresh pas saji cm yaudahlah lg kalo request ambil saung bel cm krg responsif kayak cek2 staf untung rame aman restonya makan sunda lumayan harga emang cocok sharing cm porsi sebenernya plus tempat nyaman luas,2026-04-18T11:21:26.724Z,3,Google Maps,Neutral,Harga,No,F&B,No
great place. great food.,great great,2026-04-18T08:15:36.303Z,5,Google Maps,Positive,Lainnya,No,F&B,No
Tempatnya enak dan makanannya lezat..,tempat enak makan lezat,2026-04-18T06:32:32.051Z,5,Google Maps,Positive,Rasa,No,F&B,No
"Tempat nya bagus luas juga kalo malem lebih bagus 👍 Makanannya enak enak ngak terlalu medok bumbu tapi masih terasa 💜 udang bakar madunya jangan lupa pesen kalo makan, enak 👍👍 Harga sesuai tempat lah ya",bagus luas kalo malem bagus makan enak enak ngak medok bumbu udang bakar madu lupa sen kalo makan enak harga sesuai,2026-04-18T05:29:03.521Z,5,Google Maps,Positive,Rasa,No,F&B,No
"GREASTRAP LO BAU NYEBAR DMN MANA NJIRRRRRRRRRR BAU GANGGU BGT, BERSIHIN APA TIAP CLOSING",greastrap lo bau nyebar dmn njirrrrrrrrrr bau ganggu banget bersihin closing,2026-04-16T15:35:08.618Z,1,Google Maps,Negative,Rasa,No,F&B,No
"Tempatnya nyaman, adem, cocok utk nongkrong.",tempat nyaman adem cocok nongkrong,2026-04-16T10:28:32.412Z,5,Google Maps,Positive,Bentuk,No,F&B,No
"Makanan ok, pelayanan ok, waitress mas Adih Suhendar",makan ok layan ok waitress mas adih suhendar,2026-04-16T09:17:32.196Z,5,Google Maps,Positive,Lainnya,No,F&B,No
"Good ambience, nice food. Thx for mr. adih suhendar for the good service...really helpful",good ambience nice terima kasih for mr adih suhendar for good really helpful,2026-04-16T09:15:56.167Z,5,Google Maps,Positive,Lainnya,No,F&B,No
Keren tempatnya dan enak makanannya. Thx to pak Adhi Suhendar atas pelayanannya,bagus tempat enak makan terima kasih to adhi suhendar layan,2026-04-16T09:15:24.406Z,5,Google Maps,Positive,Rasa,No,F&B,No
keburu laper anak orang,keburu laper anak,2026-04-15T06:16:59.573Z,1,Google Maps,Negative,Lainnya,No,F&B,No
lokasi ditengah kota tapi suasananya asri kaya lgi di pedesaan,lokasi tengah kota suasana asri kaya lgi desa,2026-04-14T13:47:45.582Z,5,Google Maps,Positive,Lainnya,No,F&B,No
Suka dengan masakan di resto amanaia bikin lidah pengen lagi dan lagi,suka masakan resto amanaia bikin lidah ken,2026-04-13T14:22:42.259Z,5,Google Maps,Positive,Lainnya,No,F&B,No
Tempat makan yg nyaman sekali suasananya,makan nyaman suasana,2026-04-13T12:37:03.679Z,5,Google Maps,Positive,Bentuk,No,F&B,No
Suasana yang nyaman untuk makan keluarga dan banyak menu pilihannya,suasana nyaman makan keluarga menu pilih,2026-04-12T15:55:53.499Z,5,Google Maps,Positive,Bentuk,No,F&B,No
"Visited Amanaia Menteng for a Christmas and year-end dinner in 2024. The service was quick, the place is quite spacious, and the food felt worth the price. It was previously known as Talaga Sampireun before rebranding to Amanaia at the end of 2024. They also have other branches, including Satrio, Green Terrace TMII, and Bali—check their Instagram for updates. Overall, it’s a great choice for family gatherings or company events. 👌🏻",visited amanaia menteng for christmas year end dinner in was quick quite spacious felt worth price it was previously known as talaga sampireun before rebranding to amanaia at end of they also have other branches including satrio green terrace tmii bal check their instagram for updates overall it great choice for family gatherings or company events,2026-04-12T14:19:02.811Z,5,Google Maps,Positive,Harga,No,F&B,No
Makanannya enak. Tempatnya enak.. parkir luas.. joss pokoknya suasana buat kumpul2,makan enak tempat enak parkir luas joss pokok suasana kumpul2,2026-04-12T05:17:19.203Z,5,Google Maps,Positive,Rasa,No,F&B,No
Makanannya enak semua ngga ada yg fail dan pelayanannya (dengan mas yudistiar) sangat koperatif,makan enak fail layan mas yudistiar koperatif,2026-04-11T13:32:20.987Z,5,Google Maps,Positive,Rasa,No,F&B,No
nyaman,nyaman,2026-04-11T12:02:20.835Z,5,Google Maps,Positive,Bentuk,No,F&B,No
Tempat makan yang sangat bagus untuk bawa keluarga apalagi yg punya anak kecil bakal happy,makan bagus bawa keluarga anak happy,2026-04-11T11:55:43.955Z,5,Google Maps,Positive,Lainnya,No,F&B,No
"Very cozy, clean and luxury",very cozy clean luxury,2026-04-11T11:24:42.848Z,5,Google Maps,Positive,Lainnya,No,F&B,No
Tempatnya bagusss.. Makanan enak Dan pelayanannya jg ok banget..,tempat bagusss makan enak layan ok banget,2026-04-11T11:19:55.648Z,5,Google Maps,Positive,Rasa,No,F&B,No
"Waiternya cepet ngelayaninnya, makasih mas alfan",waiternya cepet ngelayaninnya terima kasih mas alf,2026-04-11T09:47:16.083Z,5,Google Maps,Positive,Lainnya,No,F&B,No
Overall great food and place but the service can be faster.,overall great can be faster,2026-04-11T01:28:13.435Z,5,Google Maps,Positive,Lainnya,No,F&B,No
Good,good,2026-04-10T12:47:30.935Z,5,Google Maps,Positive,Lainnya,No,F&B,No
"+ Suasananya oke, kolamnya full ikan, bisa kasih makan ikan juga Cocok buat acara kantor, acara keluarga, ramean juga gas - Harga makanan dan minuman cukup tinggi",suasana oke kolam full ikan kasih makan ikan cocok acara kantor acara keluarga ramean gas harga makan minum tinggi,2026-04-10T08:25:24.906Z,5,Google Maps,Positive,Harga,No,F&B,No
Fantastic Sundanese food in the middle of Jakarta. One of the best restaurants I’ve ever been to. The Aji fish is next level.,fantastic sundanese in middle of jakarta one of best restaurants ve ever been to aji fish next level,2026-04-09T14:27:01.822Z,5,Google Maps,Positive,Lainnya,No,F&B,No
"Suasananya bagus banget, taruhan deh pasti kalau lg puasa fullbook buat bukber. Bisa ngasih makan ikan gratis, ada playground buat anak, tempat privatenya max 2 jam dengan kapasitas 5-6 orang. Worthed kok, cuman emang parkir mobilnya cukup terbatas dan gak banyak. Dan waktu saya datang kesana ada kejadian gk enak karena restoran lg maintenance septic tank, jadi alhasil sekitaran playground anak jd bau banget",suasana bagus banget taruh lg puasa fullbook bukber ngasih makan ikan gratis playground anak privatenya max kapasitas worthed cuman emang parkir mobil batas waktu kesana jadi enak restoran lg maintenance septic tank alhasil sekitar playground anak bau banget,2026-04-08T05:27:10.818Z,4,Google Maps,Positive,Rasa,No,F&B,No
"One of the best restaurants in Jakarta for my opinion, food is heavenly good!",one of best restaurants in jakarta for my opinion heavenly good,2026-04-07T13:42:35.251Z,5,Google Maps,Positive,Lainnya,No,F&B,No
Makanannya enak cocok untuk keluarga dan acara kantor,makan enak cocok keluarga acara kantor,2026-04-07T11:49:05.683Z,5,Google Maps,Positive,Rasa,No,F&B,No
"Tempat bagus,rasa ok.. hrg nya turunin dikit mgkin",bagus ok hrg turunin dikit mgkin,2026-04-06T22:56:31.142Z,5,Google Maps,Positive,Rasa,No,F&B,No
great! ambiencenya so great dan makanannya enak,great ambiencenya so great makan enak,2026-04-05T13:02:07.759Z,5,Google Maps,Positive,Rasa,No,F&B,No
"Restoran makanan sunda yang cukup pricy kalo makan berdua, tp cukup oke kalau bawa sekeluarga. Sekalian makanannya yang enak, area resto juga mendukung untuk berfoto. Untuk pelayanan cukup cepat karena ada tertulis di masing-masing meja statement makanannya gratis kalo pesanan belum datang lebih dari 30 menit. Hanya saja perlu peningkatan kecepatan apabila ada pesanan tambahan. Overall oke.",restoran makan sunda pricy kalo makan dua oke bawa keluarga makan enak area resto dukung foto layan cepat tulis meja statement makan gratis kalo pesan tingkat cepat pesan tambah overall oke,2026-04-05T06:57:38.027Z,5,Google Maps,Positive,Rasa,No,F&B,No
Good,good,2026-04-05T02:06:05.906Z,5,Google Maps,Positive,Lainnya,No,F&B,No
"Tempatnya bagus dan adem banget, tapi kurangnya di makanan nya karena rasanya hambar dan kurang menggugah selera untuk pengunjung boleh di evaluasi lagi untuk semua resep makanannya karena rasanya sangat tidak masuk di lidah hambar dan warna juga kurang menarik",tempat bagus adem banget kurang makan hambar gugah selera unjung evaluasi resep makan lidah hambar warna tarik,2026-04-04T15:33:25.090Z,3,Google Maps,Neutral,Rasa,No,F&B,No
"Sumpah sampe sini kaget, karna ada tempat yang super-super cozy, kids friendly, atmosphere nya dapet banget di tengah kota Jakarta, ini masuknya hidden gem. Dan inget ya ini beda banget sama yang di sebelah hehe",sumpah sampe kaget super super cozy kids friendly atmosphere dapet banget tengah kota jakarta masuk hidden gem inget beda banget belah,2026-04-04T09:01:02.873Z,5,Google Maps,Positive,Lainnya,No,F&B,No
"Baru pertama kali makan disini, makanan nya ok kok enak kebetulan baru nyobain 2 menu, si gurame sama udang dan duadua nya ok enak. Suasananya juga ok enak tenang gitu soalnya aku diindoor sih dialunin pake lagu2 jawa gitu ya, terus pelayanannya jg ok. Semoga konsisten terus yaaa",makan makan ok enak nyobain menu si gurame udang duadua ok enak suasana ok enak tenang gitu diindoor dialunin pake lagu2 jawa gitu layan ok moga konsisten yaaa,2026-04-04T07:41:09.990Z,4,Google Maps,Positive,Rasa,No,F&B,No
enak semua,enak,2026-04-04T00:32:51.360Z,5,Google Maps,Positive,Rasa,No,F&B,No
"Suasana nya enak, tapi pelayanan lama. Dan makanan biasa saja.",suasana enak layan makan,2026-04-03T05:36:55.869Z,4,Google Maps,Positive,Rasa,No,F&B,No
"Good ambience, good food and good service 👍🏻👍🏻👍🏻👍🏻👍🏻",good ambience good good,2026-04-02T13:01:04.382Z,5,Google Maps,Positive,Lainnya,No,F&B,No
Suaranya tenang dan makanan enak,suara tenang makan enak,2026-04-02T13:00:50.214Z,5,Google Maps,Positive,Rasa,No,F&B,No
"Pilihan makan di dlm ruangan tertutup ""saung"" jadi makan bareng keluarga sambil memandang kolam dan ikan didalamnya, dan sangat nyaman. Mengenai menu tergantung selera ya, over all enak.",pilih makan dlm ruang tutup saung makan bareng keluarga pandang kolam ikan dalam nyaman menu gantung selera over all enak,2026-04-02T12:19:14.938Z,5,Google Maps,Positive,Rasa,No,F&B,No
"Tempatnya adem, makannya di saung2 gitu dan bisa sambil ngasih makan ikan. Makanannya juga overall enak enak semua. Di belakang juga ada playground buat anak2.",tempat adem makan saung2 gitu ngasih makan ikan makan overall enak enak playground anak2,2026-04-02T07:52:13.577Z,5,Google Maps,Positive,Rasa,No,F&B,No
"Tempat nya nyaman, tenang Konsep pedesaan,rumah makan di jakarta Tapi di suasana pedesaan. Makanan nya enak",nyaman tenang konsep desa rumah makan jakarta suasana desa makan enak,2026-04-02T01:26:14.820Z,5,Google Maps,Positive,Rasa,No,F&B,No
Outstanding! All aspects are almost perfectly managed.,outstanding all aspects almost perfectly managed,2026-04-01T11:10:13.792Z,5,Google Maps,Positive,Lainnya,No,F&B,No
"tempat sejuk, akses mudah, dan ada vale nya, terus terang rasa masakannya khas daerah banget, kaya akan aroma rempah, aku suka ayam panggangnya, agak kurang suka dengan ayam gorengny, karena menurutku terlalu keras",sejuk akses mudah vale terang masakan khas daerah banget kaya aroma rempah suka ayam panggang suka ayam gorengny turut keras,2026-04-01T06:20:02.952Z,5,Google Maps,Positive,Rasa,No,F&B,No
"Makanan sih biasa aja, tempatnya bagus.",makan tempat bagus,2026-04-01T02:26:50.981Z,4,Google Maps,Positive,Lainnya,No,F&B,No
"Suasana bagus, makanan khas sunda..lokasi strategis.",suasana bagus makan khas sunda lokasi strategis,2026-03-31T23:23:57.023Z,4,Google Maps,Positive,Lainnya,No,F&B,No
Food nice and nice resto,nice nice resto,2026-03-31T15:20:25.850Z,5,Google Maps,Positive,Lainnya,No,F&B,No
Wah ini TOP banget deh... Makanan enak Suasana mantap Pelayanan oke Suka banget...insyaallah balik lagi ya...,top banget makan enak suasana bagus layan oke suka banget insyaallah,2026-03-31T11:04:15.967Z,5,Google Maps,Positive,Rasa,No,F&B,No
Mas2 yang tangannya diperban dan handle pesanan Nisa Telering hari ini best banget satset. Naikin gajinya plis dan make sure tangannya sembuh lagi. Sungguh SATSET BANGETTTTT padahal kami request nya banyak dan macem2.,mas2 tangan perban handle pesan nisa tering best banget satset naikin gaji plis make sure tangan sembuh sungguh satset bangettttt request macem2,2026-03-30T19:31:09.689Z,5,Google Maps,Positive,Lainnya,No,F&B,No
lumayan mahal untuk makanan tapi suasana ok.,lumayan mahal makan suasana ok,2026-03-30T12:35:58.346Z,4,Google Maps,Positive,Harga,No,F&B,No
Ternyata di jakarta ada tempat sekeren dan seringan asri ini. Tempat makan yang mewah dengan harga yang sesuai dengan tempat sejenis di luar kota sana. Dan yang terpenting makanannya sangat enak. Ramah anak² dan lansia,jakarta keren sering asri makan mewah harga sesuai jenis kota penting makan enak ramah anak lansia,2026-03-30T03:38:05.154Z,5,Google Maps,Positive,Rasa,No,F&B,No
good choice to eat with family,good choice to eat with family,2026-03-29T13:24:35.708Z,5,Google Maps,Positive,Lainnya,No,F&B,No
"Enak banget buat makan makan keluarga, kids friendly juga. Makanan enak harganya juga sepadan. Pelayanannya bagus.",enak banget makan makan keluarga kids friendly makan enak harga padan layan bagus,2026-03-29T10:43:21.974Z,5,Google Maps,Positive,Rasa,No,F&B,No
"Makanan enak tempat bagus, kids friendly, bs kasih makan ikan gratis",makan enak bagus kids friendly bs kasih makan ikan gratis,2026-03-29T09:06:01.452Z,5,Google Maps,Positive,Rasa,No,F&B,No
Suasana nyaman dan makananpun lumayan enak.,suasana nyaman makan lumayan enak,2026-03-29T06:43:29.636Z,5,Google Maps,Positive,Rasa,No,F&B,No
"Restaurant dengan view sebagus ini di Jakarta. Recommended banget untuk momen acara keluarga yg berkesan. Service bintang 5, semua staff are super friendly and helpful. A great family restaurant in Jakarta.",restaurant view bagus jakarta recommended banget momen acara keluarga kesan bintang staff super friendly helpful great family restaurant in jakarta,2026-03-29T02:38:10.948Z,5,Google Maps,Positive,Lainnya,No,F&B,No
"Tempat nya nyaman, tapi harga nya jadi mahal saat lebaran",nyaman harga mahal lebaran,2026-03-28T10:04:57.294Z,5,Google Maps,Positive,Harga,No,F&B,No
baguss,baguss,2026-03-26T13:07:27.130Z,5,Google Maps,Positive,Lainnya,No,F&B,No
Semuanya mantap fasilitasnya makanan nya pelayanannya juara,bagus fasilitas makan layan juara,2026-03-26T11:09:28.347Z,5,Google Maps,Positive,Rasa,No,F&B,No
"Kita makan di cabin.. tempatnya enak ngga panas.. waiternya mas Akbar jg ramah, rekomen makanan yg enak2..lain Kali pasti akan datang lagi. Thank you Amanaia!",makan cabin tempat enak panas waiternya mas akbar ramah recommended makan enak2 thank you amanaia,2026-03-26T11:05:22.333Z,5,Google Maps,Positive,Rasa,No,F&B,No
Bagus,bagus,2026-03-25T21:09:57.255Z,5,Google Maps,Positive,Lainnya,No,F&B,No
"Tempatnya enak, luas, menunya bervariasi, rasanya lumayan enak, utk harga memang lumayan juga, sesuai lah sama harganya, ada balkon di saung, bisa kasih makan ikan (disediakan makanan ikan free), ada musholla bersih dan nyaman, ada playground anak juga. Pelayanan ramah. Bisa maen perahu juga di kolamnya.",tempat enak luas menu variasi lumayan enak harga lumayan sesuai harga balkon saung kasih makan ikan sedia makan ikan free musholla bersih nyaman playground anak layan ramah maen perahu kolam,2026-03-25T15:08:17.393Z,5,Google Maps,Positive,Rasa,No,F&B,No
