Review_Text,Review_Text_Processed,Review_Date,Rating_Score,Platform_Source,Sentiment_Label,Review_Aspect,Crisis_Flag,Business_Category,Is_Sarcasm
satpam satpamnya ramah.. suasananya adem senyap,satpam satpam ramah suasana adem senyap,2025-08-26T13:58:14.860Z,5,Google Maps,Positive,Lainnya,No,F&B,No
"nemu tempat makan yang suasana dan rasanya sukses banget ngubah suasana sunda ke tengah jakarta. walaupun posisinya di pinggir jalan dan lalu lintas sekitar yang lumayan padet, tapi waktu masuk ke area restoran langsung kerasa beda. suara kendaraannya ketutup sama suara air yang ngalir, ditambah adanya telaga yang bikin suasana makin adem, bisa naik perahu juga yang bakal dibantu staff amanaia. vibes-nya beneran kayak lagi makan di alam terbuka, hijau, tenang, dan jauh dari kesan hiruk pikuk kota jakarta soal makanan, semuanya memuaskan banget. menunya juga lengkap banget, mulai dari ayam, ikan, cumi, udang, sayur-sayuran, sampai sop-sopanannya juga enak. rasa makanannya konsisten dan cocok buat lidah lokal, apalagi buat makan rame-rame. minumannya juga variatif, ada yang seger-seger sampai perkopian juga ada waktu itu dateng ke sini pas lagi ngerayain ulang tahun jadi pengalaman yang makin berkesan karena dapet birthday treat yaitu cemilan gratis, langsung dibuatin member yang bisa kasih potongan harga buat langsung dipake atau dipake lain waktu, plus dapet tumbler juga. hal kecil tapi kerasa banget niatnya apalagi buat yang lagi ulang tahun pelayanannya juga best banget, dari awal dateng ditanya mau indoor atau outdoor dan waktu milih lesehan langsung diarahin ke area lesehan dengan konsep indoor-outdoor. walaupun jendelanya dibuka, ruangan tetap adem karena di dalem ya ada ac-nya. buat minimal spend lesehan satu juta dan maks 2 jam kalo ga salah inget, tapi buat total delapan orang waktu itu pengeluaran sekitar dua jutaan masih terasa sepadan sama suasana, porsi, dan kualitas makanan yang didapet satu kekurangannya ada di area parkir yang cukup cepet penuh di dalam area utama, tapi langsung diarahin ke area parkir amanaia yang masih satu kepemilikan dan jaraknya deket, jadi jalan dikit masih bisa dimaklumi secara keseluruhan, amanaia jadi tempat makan yang nyaman, family friendly, dan cocok buat acara spesial. tempat ini juga pas buat makan bareng temen kantor atau acara reuni. rasanya bakal dengan senang hati balik lagi ke sini di lain waktu buat makan siang atau mau cobain makan malem di sini",nemu makan suasana sukses banget ngubah suasana sunda tengah jakarta posisi pinggir jalan lintas lumayan padet waktu area restoran rasa beda suara kendara tutup suara air ngalir tambah telaga bikin suasana adem perahu bantu staff amanaia vibes beneran kayak makan alam buka hijau tenang kesan hiruk pikuk kota jakarta makan muas banget menu lengkap banget ayam ikan cumi udang sayur sayur sop sopan enak makan konsisten cocok lidah lokal makan rame rame minum variatif seger seger kopi waktu dateng pas ngerayain ulang alam kesan dapet birthday treat cemilan gratis dibuatin member kasih potong harga dipake dipake waktu plus dapet tumbler rasa banget niat ulang layan best banget dateng indoor outdoor waktu milih leseh diarahin area leseh konsep indoor outdoor jendela buka ruang adem dalem ac minimal spend leseh juta maks kalo salah inget total delapan waktu keluar juta padan suasana porsi kualitas makan didapet kurang area parkir cepet penuh area utama diarahin area parkir amanaia milik jarak deket jalan dikit maklum amanaia makan nyaman family friendly cocok acara spesial pas makan bareng temen kantor acara reuni senang hati waktu makan siang cobain makan malem,2026-01-03T11:56:22.131Z,5,Google Maps,Positive,Rasa,No,F&B,No
"Tidak ada tempat duduk untuk menunggu makanan, di suruh berdiri sambil nunggu makanannya jadi",duduk tunggu makan suruh diri nunggu makan,2024-06-23T15:36:52.165Z,1,Google Maps,Negative,Lainnya,No,F&B,No
Baheera florist toko bunga potong bandung,baheera florist toko bunga potong bandung,2021-11-10T16:53:17.835Z,1,Google Maps,Negative,Bentuk,No,F&B,No
"Pernah alamin pesan makanan gorengan tempe, tapi rasanya tidak enak seperti bukan baru goreng, warna agak gosong dan rasanya agak asam",alamin pesan makan goreng tempe enak goreng warna gosong asam,2026-03-30T13:20:19.279Z,3,Google Maps,Neutral,Rasa,No,F&B,No
Makanannya enak dan memuaskan,makan enak muas,2026-03-31T06:51:48.093Z,5,Google Maps,Positive,Rasa,No,F&B,No
"Plss bikin ayam geprek emgnga sejam ya?? Padahal lagi jam2 sepi loh, udh banyak Banget yg komplain CABENYA SEDIKITTT POL. tapi tetep aja ga di urus?? Manajemen nya jelek bngt, kasih catetan di Gofood pun kayanya ga dibaca, minta apa kasihnya apa?? Pdahal brand lumayan gede loh ini hellow😪😪😪",plss bikin ayam geprek emgnga jam jam2 sepi loh banget komplain cabe sedikittt pol tetep urus manajemen jelek bngt kasih catetan gofood kaya baca kasih pdahal brand lumayan gede loh hellow,2025-07-10T19:09:45.848Z,1,Google Maps,Negative,Lainnya,Yes,F&B,No
Terimakasih atas pelayanan nya mas mukri,terimakasih layan mas mukri,2025-05-29T12:04:23.456Z,5,Google Maps,Positive,Lainnya,No,F&B,No
Rasanya anjay bgt😊,anjay banget,2020-08-16T17:06:19.562Z,3,Google Maps,Neutral,Rasa,No,F&B,No
"Saya subuh2 laper mau makan enak mesen ayam di sini, yang datang ayamnya keras kayak batu, bikin bete dan ga lagi2 deh mesen di sini. Ayam panas juga kagak. Astaga mood makan ruined. 😥",subuh2 laper makan enak mesen ayam ayam keras kayak batu bikin bete lagi2 mesen ayam panas kagak astaga mood makan ruined,2025-01-13T21:57:46.424Z,2,Google Maps,Negative,Rasa,No,F&B,No
"Aku saranin harus cobain kerang kampak keju deh, kalo makan disini, enak banget. Pelayanan dari kak Maya juga bagus..",saranin cobain kerang kampak keju kalo makan enak banget layan kak maya bagus,2026-04-25T05:13:28.034Z,5,Google Maps,Positive,Rasa,No,F&B,No
pelayanan nya okehh,layan okehh,2026-01-22T14:58:30.064Z,5,Google Maps,Positive,Lainnya,No,F&B,No
"Bintang 1 untuk manajemen yang nggak fleksibel. Kami bawa kue ulangtahun sendiri cuma buat syarat celebrate dan foto, bukan untuk dikonsumsi di tempat. Aneh rasanya, niat mau spending jutaan buat dinner keluarga malah dipersulit karena satu kue yang punya nilai sentimental tinggi. Dan harus debat dan dimarahin karena ga diizinin sama sekali untuk nyanyi birthday dengan alasan harus pesen dessert disini (padahal tanpa diinfo juga bakalan pesen). Kalau buat selebrasi simpel aja dilarang, mending cari resto lain yang lebih paham cara menghargai tamu. VERY VERY VERY BAD EXPERIENCE. THANKU FOR DESTROY A MOMENT. Terima kasih responnya. Namun perlu dipahami, SJPH (Sistem Jaminan Produk Halal) berfokus pada kontaminasi silang pada alat saji dan bahan baku. Sejak awal kami sudah sampaikan bahwa kue tersebut TIDAK UNTUK DIMAKAN, melainkan hanya untuk simbolis perayaan foto. Tidak akan ada kontak dengan alat makan resto, sehingga risiko kontaminasi itu nol. ​Sangat disayangkan komitmen halal dijadikan alasan untuk mematikan empati terhadap usaha pelanggan (kue buatan sendiri). Solusi dessert gratis tidak bisa menggantikan nilai sentimental sebuah kue yang dibuat khusus oleh tangan kakak saya sendiri. Membela staf atas kebijakan yang kaku adalah hak Anda, tapi kehilangan pelanggan yang merasa tidak dihargai adalah risikonya. Terima kasih atas doanya, semoga manajemen bisa belajar lebih fleksibel tanpa harus menabrakkan aturan agama dengan kemanusiaan",bintang manajemen fleksibel bawa kue ulangtahun syarat celebrate foto konsumsi aneh niat spending juta dinner keluarga sulit kue nilai sentimental tinggi debat dimarahin diizinin nyanyi birthday alas sen dessert info sen selebrasi simpel larang mending cari resto paham harga tamu very very very bad experience thanku for destroy moment terima kasih responnya paham sjph sistem jamin produk halal fokus kontaminasi silang alat saji bahan baku kue makan simbolis raya foto kontak alat makan resto risiko kontaminasi nol sayang komitmen halal jadi alas mati empati usaha langgan kue buat solusi dessert gratis ganti nilai sentimental kue tangan kakak bela staf bijak kaku hak hilang langgan harga risiko terima kasih doa moga manajemen ajar fleksibel tabrak atur agama manusia,2026-02-17T16:10:11.198Z,1,Google Maps,Negative,Harga,Yes,F&B,No
"Makanan nya enak ,pelayannya ramah ramah .. @csvio",makan enak layan ramah ramah csvio,2025-11-06T09:14:29.173Z,5,Google Maps,Positive,Rasa,No,F&B,No
"Cuman mau share aja, biasanya sering kesini dari jaman sebelum pindah ke tempat yg sekarang *waktu masih disebrang* cuman kali ini kebetulan emang sama anak dan kebetulan anak saya yang umurnya 3 tahun lagi makan es krim, dan entah kenapa mungkin sesuai sop nya si mbak yg menjaga depan bilang bahwa ga boleh bawa makanan ke tablenya, cuman posisinya anak saya ga mau di lepas es krimnya dan mbaknya malah bilang kalo boleh dihabiskan dulu es krimnya di depan resepsionis posisinya, ya kali coy itu es krim masih banyak, biasanya udah kesekian kalinya baru kali ini diginiin sebenernya kalo saya sama istri ya ga masalah cuman ini karena menyangkut anak ya saran aja harusnya di kasih pengecualian ini anaknya baru 3 tahun loh masa harus dipaksa suruh habiskan langsung mikir lah, endignnya kita ga jadi makan pesannya harusnya ada pengecualian buat anak kecil khususnya di bawah 5 tahun untuk sopnya!!",cuman share kesini jaman pindah waktu disebrang cuman emang anak anak umur makan es krim sesuai sop si mbak jaga bilang bawa makan tablenya cuman posisi anak lepas es krim mbak bilang kalo habis es krim resepsionis posisi coy es krim udah sekian kali diginiin sebenernya kalo istri cuman anak saran kasih kecuali anak loh paksa suruh habis mikir endignnya makan pesan kecuali anak sop,2025-09-10T12:38:05.148Z,1,Google Maps,Negative,Lainnya,No,F&B,No
"Makanan nya enak, tempat nya bagus",makan enak bagus,2026-02-23T12:26:10.683Z,5,Google Maps,Positive,Rasa,No,F&B,No
"Harus dikasih b 1 sih buat pelayannya, ada yg sarkas abis, pelayannya suruh training lagi dah",kasih layan sarkas abis layan suruh training dah,2025-11-20T10:21:26.017Z,2,Google Maps,Negative,Lainnya,No,F&B,No
Makanannya enak-enak,makan enak enak,2026-02-17T05:46:10.940Z,5,Google Maps,Positive,Rasa,No,F&B,No
jlek gaenak,jlek gaenak,2025-01-31T03:15:14.173Z,1,Google Maps,Negative,Rasa,No,F&B,No
Pelayanan Kurang Memuaskan... Pasilitas Kotor... Jorok...,layan muas pasilitas kotor jorok,2019-11-16T11:25:05.876Z,1,Google Maps,Negative,Lainnya,No,F&B,No
Ada laler nya,laler,2024-05-13T05:32:35.238Z,1,Google Maps,Negative,Lainnya,No,F&B,No
"Pelayanan bagus, makanan enak, murah, lokasi strategis, bisa kasih makan ikan juga, bagus lah",layan bagus makan enak murah lokasi strategis kasih makan ikan bagus,2026-02-10T13:41:21.304Z,5,Google Maps,Positive,Rasa,No,F&B,No
